Date,coach,block,kwh,percent_used,miles_travelled,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,description
12/2/2020,2607,0,1.632159173,42,89.46502426,26,9.8,16.8,26,9.8,16.8,-1.5,30.8,0,0,0,,0,0,60.6,19.4,353.5,1.9,15.1,116,10,5,,Clear conditions throughout the day.
12/2/2020,2610,0,1.935742898,126,201.1110261,26,9.8,16.8,26,9.8,16.8,-1.5,30.8,0,0,0,,0,0,60.6,19.4,353.5,1.9,15.1,116,10,5,,Clear conditions throughout the day.
12/2/2020,2609,0,1.819584326,122.5,207.9356558,26,9.8,16.8,26,9.8,16.8,-1.5,30.8,0,0,0,,0,0,60.6,19.4,353.5,1.9,15.1,116,10,5,,Clear conditions throughout the day.
12/3/2020,2610,0,1.92313733,128,201.8823675,23.5,11,17.2,23.5,11,17.2,-11.1,14.5,0,0,0,,0,0,73.9,27,54.1,7.4,14.2,114,9.8,5,,Clear conditions throughout the day.
12/3/2020,2611,0,1.802075713,112.5,185.1722981,23.5,11,17.2,23.5,11,17.2,-11.1,14.5,0,0,0,,0,0,73.9,27,54.1,7.4,14.2,114,9.8,5,,Clear conditions throughout the day.
12/3/2020,2605,0,1.657498976,121.5,218.9183916,23.5,11,17.2,23.5,11,17.2,-11.1,14.5,0,0,0,,0,0,73.9,27,54.1,7.4,14.2,114,9.8,5,,Clear conditions throughout the day.
12/3/2020,2606,0,1.763678734,143.5,249.5876369,23.5,11,17.2,23.5,11,17.2,-11.1,14.5,0,0,0,,0,0,73.9,27,54.1,7.4,14.2,114,9.8,5,,Clear conditions throughout the day.
12/3/2020,2603,0,1.850090909,122,197.2076821,23.5,11,17.2,23.5,11,17.2,-11.1,14.5,0,0,0,,0,0,73.9,27,54.1,7.4,14.2,114,9.8,5,,Clear conditions throughout the day.
12/3/2020,2607,0,1.624470749,40,86.68749503,23.5,11,17.2,23.5,11,17.2,-11.1,14.5,0,0,0,,0,0,73.9,27,54.1,7.4,14.2,114,9.8,5,,Clear conditions throughout the day.
12/3/2020,2609,0,1.788757044,91.5,158.7899196,23.5,11,17.2,23.5,11,17.2,-11.1,14.5,0,0,0,,0,0,73.9,27,54.1,7.4,14.2,114,9.8,5,,Clear conditions throughout the day.
12/3/2020,7503,7771,1.89,20,38,64.1,41,51.3,64.1,39.2,50.7,37,59.7,0,0,0,,0,0,,8,28.7,48.7,9.6,32.9,2.7,3,,Partly cloudy throughout the day.
12/3/2020,7503,7771,2.48,33,48,64.1,41,51.3,64.1,39.2,50.7,37,59.7,0,0,0,,0,0,,8,28.7,48.7,9.6,32.9,2.7,3,,Partly cloudy throughout the day.
12/3/2020,7505,7072,2.08,26,45,64.1,41,51.3,64.1,39.2,50.7,37,59.7,0,0,0,,0,0,,8,28.7,48.7,9.6,32.9,2.7,3,,Partly cloudy throughout the day.
12/3/2020,7501,7772,1.89,32,61,64.1,41,51.3,64.1,39.2,50.7,37,59.7,0,0,0,,0,0,,8,28.7,48.7,9.6,32.9,2.7,3,,Partly cloudy throughout the day.
12/3/2020,7503,7771,1.67,37,80,64.1,41,51.3,64.1,39.2,50.7,37,59.7,0,0,0,,0,0,,8,28.7,48.7,9.6,32.9,2.7,3,,Partly cloudy throughout the day.
12/3/2020,7505,7072,2.02,37,66,64.1,41,51.3,64.1,39.2,50.7,37,59.7,0,0,0,,0,0,,8,28.7,48.7,9.6,32.9,2.7,3,,Partly cloudy throughout the day.
12/3/2020,7501,7772,2.48,60,87,64.1,41,51.3,64.1,39.2,50.7,37,59.7,0,0,0,,0,0,,8,28.7,48.7,9.6,32.9,2.7,3,,Partly cloudy throughout the day.
12/3/2020,2602,0,1.851035026,127,207.6871073,23.5,11,17.2,23.5,11,17.2,-11.1,14.5,0,0,0,,0,0,73.9,27,54.1,7.4,14.2,114,9.8,5,,Clear conditions throughout the day.
12/4/2020,2610,0,1.909373081,124,201.0084233,23.6,7.5,14.4,23.6,6.8,14.3,-9.8,20.3,0,0,0,,0,0,,9.6,331.5,0.6,15.6,116.2,10,5,,Clear conditions throughout the day.
12/4/2020,2602,0,2.112285401,103,154.4333401,23.6,7.5,14.4,23.6,6.8,14.3,-9.8,20.3,0,0,0,,0,0,,9.6,331.5,0.6,15.6,116.2,10,5,,Clear conditions throughout the day.
12/4/2020,7501,7772,2.44,59,87,68,42.1,52.1,68,41.5,51.9,36.4,57.8,0,0,0,,0,0,,8,1.8,18.1,8.4,35.7,2.7,3,,Clear conditions throughout the day.
12/4/2020,2605,0,1.781517097,96.5,167.1581713,23.6,7.5,14.4,23.6,6.8,14.3,-9.8,20.3,0,0,0,,0,0,,9.6,331.5,0.6,15.6,116.2,10,5,,Clear conditions throughout the day.
12/4/2020,2606,0,1.972695132,100.5,150.2724091,23.6,7.5,14.4,23.6,6.8,14.3,-9.8,20.3,0,0,0,,0,0,,9.6,331.5,0.6,15.6,116.2,10,5,,Clear conditions throughout the day.
12/4/2020,2607,0,1.654887888,126,239.5820906,23.6,7.5,14.4,23.6,6.8,14.3,-9.8,20.3,0,0,0,,0,0,,9.6,331.5,0.6,15.6,116.2,10,5,,Clear conditions throughout the day.
12/4/2020,2609,0,1.95972347,136,215.7021653,23.6,7.5,14.4,23.6,6.8,14.3,-9.8,20.3,0,0,0,,0,0,,9.6,331.5,0.6,15.6,116.2,10,5,,Clear conditions throughout the day.
12/4/2020,2611,0,1.793403259,164.5,247.7300847,23.6,7.5,14.4,23.6,6.8,14.3,-9.8,20.3,0,0,0,,0,0,,9.6,331.5,0.6,15.6,116.2,10,5,,Clear conditions throughout the day.
12/4/2020,2603,0,1.814973939,106,193.9672314,23.6,7.5,14.4,23.6,6.8,14.3,-9.8,20.3,0,0,0,,0,0,,9.6,331.5,0.6,15.6,116.2,10,5,,Clear conditions throughout the day.
12/4/2020,7505,7771,2.63,35,48,68,42.1,52.1,68,41.5,51.9,36.4,57.8,0,0,0,,0,0,,8,1.8,18.1,8.4,35.7,2.7,3,,Clear conditions throughout the day.
12/4/2020,7505,7771,1.94,43,80,68,42.1,52.1,68,41.5,51.9,36.4,57.8,0,0,0,,0,0,,8,1.8,18.1,8.4,35.7,2.7,3,,Clear conditions throughout the day.
12/4/2020,7505,7771,1.61,17,38,68,42.1,52.1,68,41.5,51.9,36.4,57.8,0,0,0,,0,0,,8,1.8,18.1,8.4,35.7,2.7,3,,Clear conditions throughout the day.
12/5/2020,2602,0,1.814594281,12.5,22.34676405,23.6,7,13.9,23.6,7,13.9,-6.4,27.2,0,0,0,,0,0,,6.9,31.6,4.7,15.4,100.7,8.6,5,,Clear conditions throughout the day.
12/7/2020,2603,0,1.549980291,76.5,157.1540951,24.8,9.1,16.6,24.8,9.1,16.6,-4.4,28.1,0,0,0,,0,0,37.1,16.1,56.8,11.5,14.4,41.6,3.5,2,,Clear conditions throughout the day.
12/7/2020,7505,7072,1.8,33,66,73.1,39,56.4,73.1,36.8,56.2,31.7,45.7,0,0,0,,0,0,29.8,21.8,310.4,8,9,35.7,3,3,,Clear conditions throughout the day.
12/7/2020,2602,0,1.616087888,100,192.5536119,24.8,9.1,16.6,24.8,9.1,16.6,-4.4,28.1,0,0,0,,0,0,37.1,16.1,56.8,11.5,14.4,41.6,3.5,2,,Clear conditions throughout the day.
12/7/2020,2605,0,1.627074938,104.5,195.7070707,24.8,9.1,16.6,24.8,9.1,16.6,-4.4,28.1,0,0,0,,0,0,37.1,16.1,56.8,11.5,14.4,41.6,3.5,2,,Clear conditions throughout the day.
12/7/2020,2612,0,1.686660922,128.5,229.0153752,24.8,9.1,16.6,24.8,9.1,16.6,-4.4,28.1,0,0,0,,0,0,37.1,16.1,56.8,11.5,14.4,41.6,3.5,2,,Clear conditions throughout the day.
12/7/2020,2609,0,1.808799995,110,186.8432106,24.8,9.1,16.6,24.8,9.1,16.6,-4.4,28.1,0,0,0,,0,0,37.1,16.1,56.8,11.5,14.4,41.6,3.5,2,,Clear conditions throughout the day.
12/7/2020,2604,0,1.864442838,122.5,201.7462581,24.8,9.1,16.6,24.8,9.1,16.6,-4.4,28.1,0,0,0,,0,0,37.1,16.1,56.8,11.5,14.4,41.6,3.5,2,,Clear conditions throughout the day.
12/7/2020,7501,7772,1.87,43,83,73.1,39,56.4,73.1,36.8,56.2,31.7,45.7,0,0,0,,0,0,29.8,21.8,310.4,8,9,35.7,3,3,,Clear conditions throughout the day.
12/7/2020,7501,7772,2.11,51,87,73.1,39,56.4,73.1,36.8,56.2,31.7,45.7,0,0,0,,0,0,29.8,21.8,310.4,8,9,35.7,3,3,,Clear conditions throughout the day.
12/7/2020,7503,7771,1.99,21,38,73.1,39,56.4,73.1,36.8,56.2,31.7,45.7,0,0,0,,0,0,29.8,21.8,310.4,8,9,35.7,3,3,,Clear conditions throughout the day.
12/7/2020,7503,7771,2.55,34,48,73.1,39,56.4,73.1,36.8,56.2,31.7,45.7,0,0,0,,0,0,29.8,21.8,310.4,8,9,35.7,3,3,,Clear conditions throughout the day.
12/7/2020,7503,7771,2.19,39,64,73.1,39,56.4,73.1,36.8,56.2,31.7,45.7,0,0,0,,0,0,29.8,21.8,310.4,8,9,35.7,3,3,,Clear conditions throughout the day.
12/7/2020,7505,7072,1.65,39,85,73.1,39,56.4,73.1,36.8,56.2,31.7,45.7,0,0,0,,0,0,29.8,21.8,310.4,8,9,35.7,3,3,,Clear conditions throughout the day.
12/7/2020,2606,0,1.678535894,106,209.1286885,24.8,9.1,16.6,24.8,9.1,16.6,-4.4,28.1,0,0,0,,0,0,37.1,16.1,56.8,11.5,14.4,41.6,3.5,2,,Clear conditions throughout the day.
12/7/2020,2611,0,1.84694009,87.5,149.5951145,24.8,9.1,16.6,24.8,9.1,16.6,-4.4,28.1,0,0,0,,0,0,37.1,16.1,56.8,11.5,14.4,41.6,3.5,2,,Clear conditions throughout the day.
12/7/2020,2610,0,1.739354062,96,166.9251571,24.8,9.1,16.6,24.8,9.1,16.6,-4.4,28.1,0,0,0,,0,0,37.1,16.1,56.8,11.5,14.4,41.6,3.5,2,,Clear conditions throughout the day.
12/7/2020,2607,0,1.450313833,111,240.7689096,24.8,9.1,16.6,24.8,9.1,16.6,-4.4,28.1,0,0,0,,0,0,37.1,16.1,56.8,11.5,14.4,41.6,3.5,2,,Clear conditions throughout the day.
12/8/2020,7503,7771,1.42,15,38,73.1,42.2,55.4,73.1,40.4,55,29.9,41.4,0,0,0,,0,0,,8,77.8,23.1,9.9,36.6,3.1,3,,Partly cloudy throughout the day.
12/8/2020,7503,7771,2.03,45,80,73.1,42.2,55.4,73.1,40.4,55,29.9,41.4,0,0,0,,0,0,,8,77.8,23.1,9.9,36.6,3.1,3,,Partly cloudy throughout the day.
12/8/2020,2605,0,1.658106069,119,213.0484143,27.8,15.1,21,26.6,15.1,20.8,-9.3,13.1,0,0,0,,0,0,38.9,17,56.3,11.8,15.9,84.2,7.2,3,,Clear conditions throughout the day.
12/8/2020,7503,7771,1.65,22,48,73.1,42.2,55.4,73.1,40.4,55,29.9,41.4,0,0,0,,0,0,,8,77.8,23.1,9.9,36.6,3.1,3,,Partly cloudy throughout the day.
12/8/2020,2607,0,1.632824709,61.5,108.6964627,27.8,15.1,21,26.6,15.1,20.8,-9.3,13.1,0,0,0,,0,0,38.9,17,56.3,11.8,15.9,84.2,7.2,3,,Clear conditions throughout the day.
12/8/2020,2603,0,1.749528149,141,231.7465999,27.8,15.1,21,26.6,15.1,20.8,-9.3,13.1,0,0,0,,0,0,38.9,17,56.3,11.8,15.9,84.2,7.2,3,,Clear conditions throughout the day.
12/8/2020,2604,0,1.626519826,58,104.819647,27.8,15.1,21,26.6,15.1,20.8,-9.3,13.1,0,0,0,,0,0,38.9,17,56.3,11.8,15.9,84.2,7.2,3,,Clear conditions throughout the day.
12/8/2020,2611,0,1.756505768,113,193.3958875,27.8,15.1,21,26.6,15.1,20.8,-9.3,13.1,0,0,0,,0,0,38.9,17,56.3,11.8,15.9,84.2,7.2,3,,Clear conditions throughout the day.
12/8/2020,2606,0,1.643393908,124,227.881671,27.8,15.1,21,26.6,15.1,20.8,-9.3,13.1,0,0,0,,0,0,38.9,17,56.3,11.8,15.9,84.2,7.2,3,,Clear conditions throughout the day.
12/8/2020,2609,0,1.721348382,94.5,165.0765778,27.8,15.1,21,26.6,15.1,20.8,-9.3,13.1,0,0,0,,0,0,38.9,17,56.3,11.8,15.9,84.2,7.2,3,,Clear conditions throughout the day.
12/8/2020,2612,0,1.701845819,87,155.2871729,27.8,15.1,21,26.6,15.1,20.8,-9.3,13.1,0,0,0,,0,0,38.9,17,56.3,11.8,15.9,84.2,7.2,3,,Clear conditions throughout the day.
12/8/2020,2602,0,1.570243999,43,85.36086753,27.8,15.1,21,26.6,15.1,20.8,-9.3,13.1,0,0,0,,0,0,38.9,17,56.3,11.8,15.9,84.2,7.2,3,,Clear conditions throughout the day.
12/8/2020,7504,7072,1.61,38,85,73.1,42.2,55.4,73.1,40.4,55,29.9,41.4,0,0,0,,0,0,,8,77.8,23.1,9.9,36.6,3.1,3,,Partly cloudy throughout the day.
12/8/2020,7504,7072,2.4,44,66,73.1,42.2,55.4,73.1,40.4,55,29.9,41.4,0,0,0,,0,0,,8,77.8,23.1,9.9,36.6,3.1,3,,Partly cloudy throughout the day.
12/8/2020,2610,0,1.845243967,113.5,181.6951503,27.8,15.1,21,26.6,15.1,20.8,-9.3,13.1,0,0,0,,0,0,38.9,17,56.3,11.8,15.9,84.2,7.2,3,,Clear conditions throughout the day.
12/9/2020,7503,7771,2.1,28,48,64.2,39,51.9,64.2,35.5,51.4,33.5,51,0,0,0,,0,0,,9.2,319.2,47.2,8.9,36.4,3.1,3,,Becoming cloudy in the afternoon.
12/9/2020,7503,7771,1.61,17,38,64.2,39,51.9,64.2,35.5,51.4,33.5,51,0,0,0,,0,0,,9.2,319.2,47.2,8.9,36.4,3.1,3,,Becoming cloudy in the afternoon.
12/9/2020,7503,7771,1.67,37,80,64.2,39,51.9,64.2,35.5,51.4,33.5,51,0,0,0,,0,0,,9.2,319.2,47.2,8.9,36.4,3.1,3,,Becoming cloudy in the afternoon.
12/9/2020,7501,7772,2.44,59,87,64.2,39,51.9,64.2,35.5,51.4,33.5,51,0,0,0,,0,0,,9.2,319.2,47.2,8.9,36.4,3.1,3,,Becoming cloudy in the afternoon.
12/9/2020,7501,7772,2.15,37,62,64.2,39,51.9,64.2,35.5,51.4,33.5,51,0,0,0,,0,0,,9.2,319.2,47.2,8.9,36.4,3.1,3,,Becoming cloudy in the afternoon.
12/9/2020,7504,7072,1.91,35,66,64.2,39,51.9,64.2,35.5,51.4,33.5,51,0,0,0,,0,0,,9.2,319.2,47.2,8.9,36.4,3.1,3,,Becoming cloudy in the afternoon.
12/9/2020,7504,7072,1.86,44,85,64.2,39,51.9,64.2,35.5,51.4,33.5,51,0,0,0,,0,0,,9.2,319.2,47.2,8.9,36.4,3.1,3,,Becoming cloudy in the afternoon.
12/9/2020,2604,0,1.792937724,92.5,150.4961028,24.1,11.8,16.7,24.1,11.8,16.7,-1.8,31.2,0,0,0,,0,0,,11.5,301.7,5.1,15.5,99.6,8.7,5,,Clear conditions throughout the day.
12/9/2020,2603,0,1.545713691,82.5,150.1108526,24.1,11.8,16.7,24.1,11.8,16.7,-1.8,31.2,0,0,0,,0,0,,11.5,301.7,5.1,15.5,99.6,8.7,5,,Clear conditions throughout the day.
12/9/2020,2606,0,2.019268105,61,87.04298672,24.1,11.8,16.7,24.1,11.8,16.7,-1.8,31.2,0,0,0,,0,0,,11.5,301.7,5.1,15.5,99.6,8.7,5,,Clear conditions throughout the day.
12/9/2020,2605,0,1.74499524,105.5,172.3539608,24.1,11.8,16.7,24.1,11.8,16.7,-1.8,31.2,0,0,0,,0,0,,11.5,301.7,5.1,15.5,99.6,8.7,5,,Clear conditions throughout the day.
12/9/2020,2612,0,1.679358328,88,158.0053736,24.1,11.8,16.7,24.1,11.8,16.7,-1.8,31.2,0,0,0,,0,0,,11.5,301.7,5.1,15.5,99.6,8.7,5,,Clear conditions throughout the day.
12/9/2020,2611,0,1.884854617,77,105.4743354,24.1,11.8,16.7,24.1,11.8,16.7,-1.8,31.2,0,0,0,,0,0,,11.5,301.7,5.1,15.5,99.6,8.7,5,,Clear conditions throughout the day.
12/9/2020,2610,0,1.673942859,105,183.2081892,24.1,11.8,16.7,24.1,11.8,16.7,-1.8,31.2,0,0,0,,0,0,,11.5,301.7,5.1,15.5,99.6,8.7,5,,Clear conditions throughout the day.
12/9/2020,2609,0,1.953300464,101.5,161.9759355,24.1,11.8,16.7,24.1,11.8,16.7,-1.8,31.2,0,0,0,,0,0,,11.5,301.7,5.1,15.5,99.6,8.7,5,,Clear conditions throughout the day.
12/9/2020,2602,0,1.859146201,106,173.5614014,24.1,11.8,16.7,24.1,11.8,16.7,-1.8,31.2,0,0,0,,0,0,,11.5,301.7,5.1,15.5,99.6,8.7,5,,Clear conditions throughout the day.
12/9/2020,2607,0,1.649466585,107.5,194.8837539,24.1,11.8,16.7,24.1,11.8,16.7,-1.8,31.2,0,0,0,,0,0,,11.5,301.7,5.1,15.5,99.6,8.7,5,,Clear conditions throughout the day.
12/10/2020,2602,0,1.627939993,97,191.3885409,18.6,9.6,13.5,18.6,9,13.4,5.4,58.6,0,0,0,,0,0,29.5,13.7,113,35.9,15.4,100.4,8.8,4,,Partly cloudy throughout the day.
12/10/2020,2609,0,1.711439631,105.5,195.8033832,18.6,9.6,13.5,18.6,9,13.4,5.4,58.6,0,0,0,,0,0,29.5,13.7,113,35.9,15.4,100.4,8.8,4,,Partly cloudy throughout the day.
12/10/2020,2601,0,1.840461975,82,132.478135,18.6,9.6,13.5,18.6,9,13.4,5.4,58.6,0,0,0,,0,0,29.5,13.7,113,35.9,15.4,100.4,8.8,4,,Partly cloudy throughout the day.
12/10/2020,2605,0,1.740269739,107.5,186.2622286,18.6,9.6,13.5,18.6,9,13.4,5.4,58.6,0,0,0,,0,0,29.5,13.7,113,35.9,15.4,100.4,8.8,4,,Partly cloudy throughout the day.
12/10/2020,7505,7771,2.4,32,48,66.8,43.1,51.5,66.8,39.6,51,37.3,60.3,0,0,0,,0,0,,11.4,350.1,35.3,8.8,34.5,3,2,,Clearing in the afternoon.
12/10/2020,7505,7771,1.8,19,38,66.8,43.1,51.5,66.8,39.6,51,37.3,60.3,0,0,0,,0,0,,11.4,350.1,35.3,8.8,34.5,3,2,,Clearing in the afternoon.
12/10/2020,7501,7772,2.44,59,87,66.8,43.1,51.5,66.8,39.6,51,37.3,60.3,0,0,0,,0,0,,11.4,350.1,35.3,8.8,34.5,3,2,,Clearing in the afternoon.
12/10/2020,2606,0,1.898776752,87,125.3323662,18.6,9.6,13.5,18.6,9,13.4,5.4,58.6,0,0,0,,0,0,29.5,13.7,113,35.9,15.4,100.4,8.8,4,,Partly cloudy throughout the day.
12/10/2020,7501,7772,2.12,36,61,66.8,43.1,51.5,66.8,39.6,51,37.3,60.3,0,0,0,,0,0,,11.4,350.1,35.3,8.8,34.5,3,2,,Clearing in the afternoon.
12/10/2020,7504,7072,1.82,43,85,66.8,43.1,51.5,66.8,39.6,51,37.3,60.3,0,0,0,,0,0,,11.4,350.1,35.3,8.8,34.5,3,2,,Clearing in the afternoon.
12/10/2020,7505,7771,1.53,34,80,66.8,43.1,51.5,66.8,39.6,51,37.3,60.3,0,0,0,,0,0,,11.4,350.1,35.3,8.8,34.5,3,2,,Clearing in the afternoon.
12/10/2020,2604,0,1.785139868,94.5,149.6588389,18.6,9.6,13.5,18.6,9,13.4,5.4,58.6,0,0,0,,0,0,29.5,13.7,113,35.9,15.4,100.4,8.8,4,,Partly cloudy throughout the day.
12/10/2020,2607,0,1.432518808,36.5,86.46690826,18.6,9.6,13.5,18.6,9,13.4,5.4,58.6,0,0,0,,0,0,29.5,13.7,113,35.9,15.4,100.4,8.8,4,,Partly cloudy throughout the day.
12/10/2020,2611,0,1.866293247,94.5,151.5959298,18.6,9.6,13.5,18.6,9,13.4,5.4,58.6,0,0,0,,0,0,29.5,13.7,113,35.9,15.4,100.4,8.8,4,,Partly cloudy throughout the day.
12/10/2020,2610,0,1.784061626,97,165.266096,18.6,9.6,13.5,18.6,9,13.4,5.4,58.6,0,0,0,,0,0,29.5,13.7,113,35.9,15.4,100.4,8.8,4,,Partly cloudy throughout the day.
12/10/2020,7504,7072,1.85,34,66,66.8,43.1,51.5,66.8,39.6,51,37.3,60.3,0,0,0,,0,0,,11.4,350.1,35.3,8.8,34.5,3,2,,Clearing in the afternoon.
12/10/2020,2603,0,1.737707379,100.5,166.1888322,18.6,9.6,13.5,18.6,9,13.4,5.4,58.6,0,0,0,,0,0,29.5,13.7,113,35.9,15.4,100.4,8.8,4,,Partly cloudy throughout the day.
12/10/2020,2612,0,1.584699504,109,205.8447417,18.6,9.6,13.5,18.6,9,13.4,5.4,58.6,0,0,0,,0,0,29.5,13.7,113,35.9,15.4,100.4,8.8,4,,Partly cloudy throughout the day.
12/11/2020,2603,0,1.689270863,104.5,170.1531804,16.7,9.1,12.7,16.7,9.1,12.7,7,69.1,0,0,0,,0,0,,17.3,290.1,54.1,14.2,74.8,6.5,4,,Partly cloudy throughout the day.
12/11/2020,2602,0,1.61100795,57.5,119.1261781,16.7,9.1,12.7,16.7,9.1,12.7,7,69.1,0,0,0,,0,0,,17.3,290.1,54.1,14.2,74.8,6.5,4,,Partly cloudy throughout the day.
12/11/2020,7503,7771,2.18,29,48,57.8,41.1,48.8,57.8,39.3,48.3,39,70.5,0.197,100,20.83,rain,0,0,,13.8,132.2,77.5,9.3,38.4,3.3,2,,Partly cloudy throughout the day with rain.
12/11/2020,7504,7072,1.8,33,66,57.8,41.1,48.8,57.8,39.3,48.3,39,70.5,0.197,100,20.83,rain,0,0,,13.8,132.2,77.5,9.3,38.4,3.3,2,,Partly cloudy throughout the day with rain.
12/11/2020,2612,0,1.741709376,81.5,150.3127983,16.7,9.1,12.7,16.7,9.1,12.7,7,69.1,0,0,0,,0,0,,17.3,290.1,54.1,14.2,74.8,6.5,4,,Partly cloudy throughout the day.
12/11/2020,2601,0,1.857327587,123,192.5642425,16.7,9.1,12.7,16.7,9.1,12.7,7,69.1,0,0,0,,0,0,,17.3,290.1,54.1,14.2,74.8,6.5,4,,Partly cloudy throughout the day.
12/11/2020,2605,0,1.792847025,81,128.0117862,16.7,9.1,12.7,16.7,9.1,12.7,7,69.1,0,0,0,,0,0,,17.3,290.1,54.1,14.2,74.8,6.5,4,,Partly cloudy throughout the day.
12/11/2020,2604,0,1.948932727,101,143.7029283,16.7,9.1,12.7,16.7,9.1,12.7,7,69.1,0,0,0,,0,0,,17.3,290.1,54.1,14.2,74.8,6.5,4,,Partly cloudy throughout the day.
12/11/2020,2611,0,1.755353764,104.5,177.5661387,16.7,9.1,12.7,16.7,9.1,12.7,7,69.1,0,0,0,,0,0,,17.3,290.1,54.1,14.2,74.8,6.5,4,,Partly cloudy throughout the day.
12/11/2020,2607,0,1.560324678,56.5,109.7186183,16.7,9.1,12.7,16.7,9.1,12.7,7,69.1,0,0,0,,0,0,,17.3,290.1,54.1,14.2,74.8,6.5,4,,Partly cloudy throughout the day.
12/11/2020,2610,0,1.574965609,37.5,86.76205957,16.7,9.1,12.7,16.7,9.1,12.7,7,69.1,0,0,0,,0,0,,17.3,290.1,54.1,14.2,74.8,6.5,4,,Partly cloudy throughout the day.
12/11/2020,2609,0,1.641312574,91.5,167.7919699,16.7,9.1,12.7,16.7,9.1,12.7,7,69.1,0,0,0,,0,0,,17.3,290.1,54.1,14.2,74.8,6.5,4,,Partly cloudy throughout the day.
12/11/2020,7503,7771,2.18,23,38,57.8,41.1,48.8,57.8,39.3,48.3,39,70.5,0.197,100,20.83,rain,0,0,,13.8,132.2,77.5,9.3,38.4,3.3,2,,Partly cloudy throughout the day with rain.
12/11/2020,7504,7072,1.86,44,85,57.8,41.1,48.8,57.8,39.3,48.3,39,70.5,0.197,100,20.83,rain,0,0,,13.8,132.2,77.5,9.3,38.4,3.3,2,,Partly cloudy throughout the day with rain.
12/11/2020,7501,7772,3.003,41,0,57.8,41.1,48.8,57.8,39.3,48.3,39,70.5,0.197,100,20.83,rain,0,0,,13.8,132.2,77.5,9.3,38.4,3.3,2,,Partly cloudy throughout the day with rain.
12/11/2020,7501,7772,2.44,59,87,57.8,41.1,48.8,57.8,39.3,48.3,39,70.5,0.197,100,20.83,rain,0,0,,13.8,132.2,77.5,9.3,38.4,3.3,2,,Partly cloudy throughout the day with rain.
12/11/2020,7503,7771,3.003,48,0,57.8,41.1,48.8,57.8,39.3,48.3,39,70.5,0.197,100,20.83,rain,0,0,,13.8,132.2,77.5,9.3,38.4,3.3,2,,Partly cloudy throughout the day with rain.
12/11/2020,2606,0,1.751803428,121,209.8355106,16.7,9.1,12.7,16.7,9.1,12.7,7,69.1,0,0,0,,0,0,,17.3,290.1,54.1,14.2,74.8,6.5,4,,Partly cloudy throughout the day.
12/14/2020,2603,0,1.744640976,82,146.413694,19,10.7,14.4,19,10.7,14.4,3,48.4,0,0,0,,0,0,,13.7,298.7,34.9,15.8,99.2,8.6,4,,Partly cloudy throughout the day.
12/14/2020,2602,0,1.775871779,118,207.8207021,19,10.7,14.4,19,10.7,14.4,3,48.4,0,0,0,,0,0,,13.7,298.7,34.9,15.8,99.2,8.6,4,,Partly cloudy throughout the day.
12/14/2020,2604,0,1.991781709,98,156.4581593,19,10.7,14.4,19,10.7,14.4,3,48.4,0,0,0,,0,0,,13.7,298.7,34.9,15.8,99.2,8.6,4,,Partly cloudy throughout the day.
12/14/2020,2606,0,1.925659022,101.5,173.2365679,19,10.7,14.4,19,10.7,14.4,3,48.4,0,0,0,,0,0,,13.7,298.7,34.9,15.8,99.2,8.6,4,,Partly cloudy throughout the day.
12/14/2020,2609,0,1.619694849,79.5,158.9125756,19,10.7,14.4,19,10.7,14.4,3,48.4,0,0,0,,0,0,,13.7,298.7,34.9,15.8,99.2,8.6,4,,Partly cloudy throughout the day.
12/14/2020,2611,0,1.879199029,80,130.3512487,19,10.7,14.4,19,10.7,14.4,3,48.4,0,0,0,,0,0,,13.7,298.7,34.9,15.8,99.2,8.6,4,,Partly cloudy throughout the day.
12/14/2020,2612,0,1.89545132,121.5,191.9011722,19,10.7,14.4,19,10.7,14.4,3,48.4,0,0,0,,0,0,,13.7,298.7,34.9,15.8,99.2,8.6,4,,Partly cloudy throughout the day.
12/14/2020,2610,0,1.686852434,60,107.8788022,19,10.7,14.4,19,10.7,14.4,3,48.4,0,0,0,,0,0,,13.7,298.7,34.9,15.8,99.2,8.6,4,,Partly cloudy throughout the day.
12/14/2020,2607,0,1.487430569,83,181.8442794,19,10.7,14.4,19,10.7,14.4,3,48.4,0,0,0,,0,0,,13.7,298.7,34.9,15.8,99.2,8.6,4,,Partly cloudy throughout the day.
12/14/2020,7505,7772,1.87,43,83,56.1,43.1,48.7,56.1,42.5,48.3,40.9,75.5,0,0,0,,0,0,,12.7,321.1,27.1,9.9,33.8,2.5,3,,Clearing in the afternoon.
12/14/2020,2601,0,1.735679741,103,179.9584178,19,10.7,14.4,19,10.7,14.4,3,48.4,0,0,0,,0,0,,13.7,298.7,34.9,15.8,99.2,8.6,4,,Partly cloudy throughout the day.
12/14/2020,2605,0,1.742707862,107.5,191.2704804,19,10.7,14.4,19,10.7,14.4,3,48.4,0,0,0,,0,0,,13.7,298.7,34.9,15.8,99.2,8.6,4,,Partly cloudy throughout the day.
