Date,coach,block,kwh,percent_used,miles_travelled,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,description
4/25/2018,2600,0,1.683092078,105.5,206.3555848,24.6,13,17.8,24.6,13,17.8,9.9,63.1,0,0,0,,0,0,,15.2,250.3,30.3,13.6,275.3,23.8,8,,Clearing in the afternoon.
6/13/2018,2600,0,2.116997194,40,20.66680585,29.7,17.5,22.9,29.3,17.5,22.8,14.5,62.2,0,0,0,,0,0,,16.5,239.6,16,13.8,257.2,22.1,8,,Clear conditions throughout the day.
7/2/2018,2600,0,2.049231559,9.5,16.77080848,28,18.3,22.2,27.7,18.3,22.1,14.3,63.3,0,0,0,,0,0,,15.5,250.1,35.8,15.1,247.3,21.1,8,,Clearing in the afternoon.
7/3/2018,2600,0,1.983691933,46,84.509589,26.7,18.4,21.7,26.8,18.4,21.7,14.1,63.3,0,0,0,,0,0,,16.6,228.1,40.4,15,231.5,20,7,,Clearing in the afternoon.
7/5/2018,2600,0,2.053302386,48.5,83.96899606,34.9,17.6,25.9,33.2,17.6,25.3,12.4,49,0,0,0,,0,0,,15.6,273.9,13.7,12.4,254.4,21.9,8,,Clear conditions throughout the day.
7/9/2018,2600,0,2.066940668,33.5,57.47994214,35.5,23.6,28.3,34.5,23.6,27.9,14.7,45.8,0,0,0,,0,0,,16.7,231,17.2,14.9,180.4,15.6,6,,Clear conditions throughout the day.
7/11/2018,2600,0,2.236272621,53,84.76124433,32.7,21.3,26.3,33.1,21.3,26.2,15.9,55.2,0,0,0,,0,0,,20.9,225.4,7.3,15.7,191.6,16.6,7,,Clear conditions throughout the day.
7/12/2018,2600,0,2.155545053,130,198.6269086,32.1,22.2,26,32.6,22.2,26.2,17,59.3,0,0,0,,0,0,,21.1,224.7,8.7,15.8,227.6,19.9,7,,Clear conditions throughout the day.
7/13/2018,2600,0,2.176125124,55.5,91.46023245,32.5,21.1,25.8,33.1,21.1,26,17,60,0,0,0,,0,0,,20.6,245.5,5.2,15.7,234.9,20.4,7,,Clear conditions throughout the day.
7/15/2018,2600,0,1.829481922,49,96.37467192,30.7,21.1,25.2,31,21.1,25.3,16.8,61.3,0,0,0,,0,0,,16.3,226.4,16.3,15.9,226.6,19.5,7,,Clear conditions throughout the day.
7/16/2018,2600,0,1.796075238,63.5,112.6048875,30.9,20.8,24.8,31.1,20.8,24.9,17.2,64.8,0,0,0,,0,0,,18.3,227,31.2,15.7,230.3,19.9,7,,Partly cloudy throughout the day.
7/18/2018,2600,0,2.072934389,126,207.8504811,30.4,21,24.1,31.5,21,24.3,17.9,69.3,0,0,0,,0,0,,17,239.8,37.8,15.2,166.7,14.6,6,,Partly cloudy throughout the day.
7/20/2018,2600,0,1.982026086,120.5,206.1718999,29.1,20.8,24.6,29.3,20.8,24.7,16.5,62.2,0,0,0,,0,0,,18.8,233.1,11.5,15.6,229,19.8,7,,Clear conditions throughout the day.
7/22/2018,2600,0,1.747179064,17.5,36.4807027,33.8,20.6,26.4,33.2,20.6,26.3,15.5,53.7,0,0,0,,0,0,,18.6,261.1,7.5,15.8,238.3,20.5,7,,Clear conditions throughout the day.
7/23/2018,2600,0,2.189114418,90.5,143.5149974,35.5,21.7,28.1,35.9,21.7,28.2,16.1,50.3,0,0,0,,0,0,,18.8,240.6,4.2,15.8,237.9,20.6,7,,Clear conditions throughout the day.
7/25/2018,2600,0,2.154730579,83.5,124.5929562,34.2,22.8,27.2,35.7,22.8,27.8,18.6,61.2,0,0,0,,0,0,,17.4,235.3,9.8,14.6,231.6,20.1,7,,Clear conditions throughout the day.
7/26/2018,2600,0,2.173772976,82,119.5158235,30.9,21.9,25.9,32.5,21.9,26.3,18.8,66.5,0,0,0,,0,0,,17.9,241.1,31.4,13.4,230.5,19.9,7,,Clearing in the afternoon.
7/27/2018,2600,0,2.133371608,125.5,205.8426052,33.8,21.2,26.3,34.8,21.2,26.7,18.2,64,0,0,0,,0,0,,16.8,236.2,32.3,12.5,228.8,19.8,7,,Clearing in the afternoon.
7/28/2018,2600,0,1.974523724,99,174.8218146,30.3,21.2,24.8,31.2,21.2,25.1,18.1,67.5,0,0,0,,0,0,,19.6,240.4,37.9,14.3,222.8,19.3,7,,Clearing in the afternoon.
7/29/2018,2600,0,1.961980934,81.5,152.6771156,35.4,20.9,26.7,35.1,20.9,26.6,16.5,57,0,0,0,,0,0,,19.6,232.9,13.2,15.4,224.4,19.4,7,,Clear conditions throughout the day.
7/30/2018,2600,0,2.246335166,136.5,207.9542969,33.9,23.2,28,33.4,23.2,27.7,15.6,50,0,0,0,,0,0,,16.4,236.6,10.7,15.8,216.5,18.6,7,,Clear conditions throughout the day.
7/31/2018,2600,0,2.084600364,125,195.6359679,34.3,22.4,27.8,34,22.4,27.6,14.7,46.7,0,0,0,,0,0,,19.4,227.3,7.5,15.8,215,18.5,8,,Clear conditions throughout the day.
8/1/2018,2600,0,2.059990131,138.5,205.9997296,34.6,22.9,28,33.7,22.9,27.7,14.8,46.7,0,0,0,,0,0,27.7,21.3,259,3.1,15.8,220.2,19.3,7,,Clear conditions throughout the day.
8/3/2018,2600,0,2.024585653,118,204.0736099,33,21.8,27.1,32.8,21.8,27,16.2,53.9,0,0,0,,0,0,,17.7,233.9,1.5,15.7,224.9,19.5,7,,Clear conditions throughout the day.
8/4/2018,2600,0,1.990912753,94,172.0951893,32.6,21.2,26.2,32.7,21.2,26.2,16.5,57.1,0,0,0,,0,0,,15.6,224.6,18.3,15.6,230.3,19.8,7,,Clear conditions throughout the day.
8/5/2018,2600,0,2.088181351,82,143.6237374,33.1,20.8,26.6,32.4,20.8,26.5,16.1,55.3,0,0,0,,0,0,,17.1,237,8.7,14.5,229.2,19.8,7,,Clear conditions throughout the day.
8/6/2018,2600,0,2.001139147,98,166.2882516,36.4,21.3,28.3,36.2,21.3,28.1,15.3,49.1,0,0,0,,0,0,,15.9,232.8,4.8,14.9,232.6,20,8,,Clear conditions throughout the day.
8/7/2018,2600,0,2.137743024,127.5,204.4755516,36.4,23,28.8,35.6,23,28.6,15.4,46.3,0,0,0,,0,0,,15.7,234.9,9.7,14.8,221.5,19.1,7,,Clear conditions throughout the day.
8/8/2018,2600,0,2.11494425,134.5,207.490442,35.3,21.8,28.3,33.7,21.8,27.9,14.4,46.2,0,0,0,,0,0,,15.6,227.6,5.3,15.6,194,16.7,7,,Clear conditions throughout the day.
8/9/2018,2600,0,2.013358822,130,216.853636,36.8,22.6,28.6,36.3,22.6,28.5,15.9,48.8,0,0,0,,0,0,27.7,17.2,203.4,12.3,15.1,181.2,15.6,7,,Clear conditions throughout the day.
8/10/2018,2600,0,1.902490729,117,205.4259121,33.2,23.8,28.3,32.3,23.8,27.8,13.8,43.4,0,0,0,,0,0,,19.8,244.6,8.8,15.6,192.7,16.7,7,,Clear conditions throughout the day.
8/11/2018,2600,0,1.940521619,81.5,149.7174893,32.8,22.9,27.1,33.3,22.9,27.3,15.4,49.8,0,0,0,,0,0,27.7,18.3,256.5,3.1,15.9,197.9,17,6,,Clear conditions throughout the day.
8/13/2018,2600,0,2.054435236,129,207.0850127,30.8,20.5,24.9,29.8,20.5,24.7,14.7,55.6,0,0,0,,0,0,,19,234.6,9,15.7,210,18.2,7,,Clear conditions throughout the day.
8/14/2018,2600,0,1.688356231,18,38.63409599,29.9,20.1,24.6,29.7,20.1,24.5,15.3,57.9,0,0,0,,0,0,,17.7,242.6,7.8,15.7,210,18.1,7,,Clear conditions throughout the day.
8/15/2018,2600,0,2.108227471,127.5,205.6893983,30.3,20.5,24.5,30.9,20.5,24.7,17.5,66.5,0,0,0,,0,0,27.7,22.5,229.2,18.2,15.6,205.7,17.5,7,,Clear conditions throughout the day.
8/16/2018,2600,0,1.987736433,122.5,209.0094636,30.5,21.7,25.1,31.7,21.7,25.6,18.5,67.9,0,0,0,,0,0,,20,238.4,26.8,15.5,198.6,17.1,7,,Partly cloudy throughout the day.
8/17/2018,2600,0,2.030521077,118,205.2454055,30.7,22.4,25.9,32.4,22.4,26.5,19.1,67.1,0,0,0,,0,0,,17.2,242.8,39,13.8,197,16.9,7,,Clearing in the afternoon.
8/18/2018,2600,0,2.112862798,107,171.1752364,31.6,21.6,25.1,32.3,21.6,25.3,18,66.3,0,0,0,,0,0,,16.6,222.2,21.9,14,193.2,16.8,7,,Clearing in the afternoon.
8/20/2018,2600,0,1.978685435,115,205.3611383,30.1,21.3,24.6,31.1,21.3,24.9,18.2,68.8,0,0,0,,0,0,27.7,17.8,223.4,38.9,13.5,190.9,16.3,6,,Partly cloudy throughout the day.
8/22/2018,2600,0,2.094667107,127,206.4537647,30.7,20.7,24.9,30.5,20.7,25,16.9,63.4,0,0,0,,0,0,,18.3,237.4,31.5,13.4,304,26.4,9,,Clearing in the afternoon.
8/23/2018,2600,0,2.078627962,135,210.2133419,30.2,20.6,24.6,29.8,20.6,24.5,16.5,63.2,0,0,0,,0,0,,17.1,242.3,25.7,13.5,201.8,17.4,7,,Clearing in the afternoon.
8/24/2018,2600,0,1.789083124,117,206.4439736,28.6,20,23.3,28.5,20,23.3,16.1,65.7,0,0,0,,0,0,,17.1,226.3,41,11.6,182.1,15.7,6,,Partly cloudy throughout the day.
8/25/2018,2600,0,1.986939032,88,146.9822001,28.9,19.5,23.1,28.6,19.5,23.1,16,66.3,0,0,0,,0,0,25.9,16.9,243.8,30,10,198.4,17.4,7,,Clearing in the afternoon.
8/26/2018,2600,0,1.895818484,84.5,151.9749662,28.6,19.5,23,28.5,19.5,23,16.1,66.8,0,0,0,,0,0,,18.2,249.9,38.6,11.5,195.5,16.7,7,,Clearing in the afternoon.
8/27/2018,2600,0,1.941809455,118,207.9646164,27.8,18.6,22.4,27.7,18.6,22.4,15.5,67,0,0,0,,0,0,,15.8,247.9,36,12.2,179,15.3,7,,Clearing in the afternoon.
8/29/2018,2600,0,1.979798259,124.5,207.1038518,31.3,18.8,24.4,30.2,18.8,24.2,14.4,56.8,0,0,0,,0,0,,14.9,249.3,4.5,15.5,196.3,16.7,7,,Clear conditions throughout the day.
8/30/2018,2600,0,2.149769662,75.5,114.4619539,31.6,18.1,24.4,29.6,18.1,24,11.8,49.2,0,0,0,,0,0,,15.3,254.2,4.4,15.7,195.5,16.9,6,,Clear conditions throughout the day.
8/31/2018,2600,0,1.726047526,49.5,94.49916447,29.4,18.3,23.5,28.9,18.3,23.4,14.1,57.3,0,0,0,,0,0,,16,209.2,5,15.4,197.2,17,6,,Clear conditions throughout the day.
9/5/2018,2600,0,2.010895979,116,205.937168,28.2,19.7,22.6,28.5,19.7,22.7,16.2,68.4,0,0,0,,0,0,,20.7,268.7,49.6,14,168.6,14.6,6,,Clearing in the afternoon.
9/6/2018,2600,0,1.834054708,109,205.3577696,28.3,18.4,22.2,28.4,18.4,22.2,15.8,68.8,0,0,0,,0,0,,15.6,266.5,21.2,14.6,185.2,15.9,7,,Partly cloudy throughout the day.
9/7/2018,2600,0,1.968972161,113,208.4203672,30.6,18.5,23.5,30.6,18.5,23.5,16.1,65.5,0,0,0,,0,0,,15.6,247.7,20.7,12.9,182.5,15.7,7,,Partly cloudy throughout the day.
9/8/2018,2600,0,1.934321596,89,170.793126,32.8,19.2,25.3,32.8,19.2,25.3,15.9,58.6,0,0,0,,0,0,,15.1,242,6,11.2,187.6,16.3,7,,Clear conditions throughout the day.
9/9/2018,2600,0,1.873220837,80.5,151.8569057,33.1,19.6,24.8,32.4,19.6,24.7,15,56.9,0,0,0,,0,0,,15.5,218.1,17.2,12.2,186.3,16.1,6,,Clear conditions throughout the day.
9/10/2018,2600,0,1.969800463,112.5,206.3463177,29.6,18.9,23.2,29.4,18.9,23.1,15.6,64.7,0,0,0,,0,0,,16.3,217.9,32.9,14.2,182.7,15.6,6,,Partly cloudy throughout the day.
9/11/2018,2600,0,1.900978709,108,187.2519435,27.7,18.6,22.2,27.5,18.6,22.2,14.9,65,0,0,0,,0,0,,14,218.7,31.4,14.7,180.3,15.5,6,,Partly cloudy throughout the day.
9/12/2018,2600,0,1.956537477,113.5,207.9362347,28.6,18.6,22.4,28.3,18.6,22.4,15,64.9,0,0,0,,0,0,,17.2,247.8,28.9,14.6,178.3,15.3,6,,Clearing in the afternoon.
9/13/2018,2600,0,2.044889139,92,163.1411637,31.9,17.5,23.9,30.6,17.5,23.6,13.7,56.5,0,0,0,,0,0,,15.3,255.3,5.6,14.1,181.4,15.8,6,,Clear conditions throughout the day.
9/15/2018,2600,0,1.938518802,96,169.6933657,30.8,18.8,24.3,29.6,18.8,24,10.7,43.8,0,0,0,,0,0,,17.2,243,1.2,15.8,176.7,15,6,,Clear conditions throughout the day.
9/16/2018,2600,0,2.052942909,47.5,87.3741102,31,18,23.9,29.7,18,23.6,11.1,46.2,0,0,0,,0,0,,16.1,236.1,0.6,15.8,177.4,15.3,6,,Clear conditions throughout the day.
9/17/2018,2600,0,1.945244596,111.5,205.0037261,31.6,16.3,23.3,29.9,16.3,22.8,10.5,48.3,0,0,0,,0,0,,16.1,245.3,0,15.7,179.8,15.6,6,,Clear conditions throughout the day.
9/18/2018,2600,0,1.933761736,96.5,167.8908232,29.6,16.1,22.3,28.3,16.1,22,9.7,46.7,0,0,0,,0,0,,13.2,215,3,15.7,177.9,15.2,6,,Clear conditions throughout the day.
9/19/2018,2600,0,1.94983497,117,206.9301661,28.4,15.9,21.6,28,15.9,21.5,12.6,58.4,0,0,0,,0,0,,13.3,236.6,9.5,15,172.4,14.9,6,,Clear conditions throughout the day.
9/20/2018,2600,0,1.696482993,36,76.71608636,28.2,17.6,21.8,28.2,17.6,21.8,14.5,64.3,0,0,0,,0,0,,17.4,223.2,47.4,14.5,164.7,14.1,6,,Partly cloudy throughout the day.
9/21/2018,2600,0,1.893846785,104,188.1356627,29,18.1,22.7,28.9,18.1,22.7,15.4,65.3,0,0,0,,0,0,,13.8,238.8,37.8,13.5,163.8,14,6,,Clearing in the afternoon.
9/23/2018,2600,0,1.820896584,78,153.0157629,28.3,18.9,22.6,28.1,18.9,22.6,14.4,61,0,0,0,,0,0,,15.8,224.8,15.5,15.8,159.4,13.7,6,,Clear conditions throughout the day.
9/24/2018,2600,0,1.825148843,108.5,208.0568232,25.7,17.5,20.5,25.7,17.5,20.5,14.4,69.2,0,0,0,,0,0,,15,229.2,45.7,14.4,152.6,13.1,6,,Clearing in the afternoon.
9/25/2018,2600,0,1.88763096,120.5,207.0358858,24.8,17.9,20.3,24.8,17.9,20.3,14.6,70.7,0,0,0,,0,0,,12.5,256.1,57.1,11.4,117.9,10.3,6,,Partly cloudy throughout the day.
9/26/2018,2600,0,1.863291171,120.5,207.8325733,28.9,16.9,21.9,28.9,16.9,22,15.2,67.9,0,0,0,,0,0,,15.5,259.5,29.6,11.7,156.3,13.5,6,,Clearing in the afternoon.
9/27/2018,2600,0,1.920965413,113.5,206.7047541,30.4,18.4,23.4,30.4,18.4,23.5,15.7,64.1,0,0,0,,0,0,,15.8,246.6,27.7,11.7,155.3,13.4,6,,Partly cloudy throughout the day.
9/28/2018,2600,0,1.74160273,102,206.1470241,29.8,18.1,22,29.3,18.1,22,16,70.9,0,0,0,,0,0,,18.7,252.2,45.7,10.4,149.9,12.9,5,,Partly cloudy throughout the day.
9/29/2018,2600,0,1.856979791,93.5,171.550273,27.8,17.6,21.2,27.4,17.6,21.2,13.7,64.9,0,0,0,,0,0,,14.9,225.8,36.9,12.9,157.4,13.6,6,,Clearing in the afternoon.
9/30/2018,2600,0,1.8896129,81.5,152.2359421,29.7,17.3,23,29.1,17.3,22.8,12.6,54.8,0,0,0,,0,0,,16.6,230.2,23.3,14.5,144.8,12.5,5,,Partly cloudy throughout the day.
10/1/2018,2600,0,1.957695563,112.5,204.7392238,32.5,19.7,25.9,31.6,19.7,25.6,13,46.9,0,0,0,,0,0,,13.7,273.3,23.6,15.5,139.5,12,5,,Partly cloudy throughout the day.
10/2/2018,2600,0,1.902579929,91,164.1843874,26.8,20,23.5,26.6,20,23.5,13.7,54.6,0,0,0,,0,0,,15.6,230.4,74,15.6,75.6,6.6,3,,Partly cloudy throughout the day.
10/3/2018,2600,0,1.843135214,111,206.2969285,25.4,19.2,21.3,25.4,19.2,21.3,14.6,66.6,0,0,0,,0,0,,14,235,79.3,15.6,66.8,5.7,3,,Partly cloudy throughout the day.
10/4/2018,2600,0,1.963832338,120,207.1760346,25,17.5,20.5,25,17.5,20.5,15.6,75.3,0,0,0,,0,0,29.5,16.9,252,48.8,15,129.8,11.2,5,,Partly cloudy throughout the day.
10/5/2018,2600,0,1.810213142,110,205.9836999,25.3,17.2,20.6,25.3,17.2,20.6,14.6,70.1,0,0,0,,0,0,,18,250.4,37.2,15.5,132.3,11.3,5,,Clearing in the afternoon.
10/11/2018,2600,0,1.424768648,9.5,24.0781337,23.7,15.5,19.2,23.7,15.5,19.2,9.4,54.8,0,0,0,,0,0,,19.3,255.9,34.4,15.7,146.9,12.6,7,,Clearing in the afternoon.
10/20/2018,2600,0,1.762295786,85,170.3094466,32.3,15.7,23.4,30,15.7,22.8,2.9,28.7,0,0,0,,0,0,,16.7,246.5,6.6,15.7,157,13.6,6,,Clear conditions throughout the day.
10/21/2018,2600,0,1.764852928,72.5,153.9885886,27.2,15.5,20.8,26.6,15.5,20.7,9.8,51.4,0,0,0,,0,0,,14.3,226.8,7.2,15.4,148.6,12.9,6,,Clear conditions throughout the day.
10/22/2018,2600,0,1.854897433,113.5,206.7020683,24.7,16.3,19.6,24.7,16.3,19.6,13.7,69.8,0,0,0,,0,0,,13.4,230.1,37.2,13.5,135,11.7,5,,Clearing in the afternoon.
10/23/2018,2600,0,1.808019622,119.5,214.6091492,26.2,15.8,19.8,26.2,15.8,19.8,14,70.6,0,0,0,,0,0,,15.5,273.1,22.5,11.3,138.4,11.9,5,,Clearing in the afternoon.
10/24/2018,2600,0,1.860677287,123.5,208.6188361,26.3,15.6,20.2,26.3,15.6,20.2,14.2,69.5,0,0,0,,0,0,,16.3,244.9,13.3,13.1,139.2,12,5,,Clear conditions throughout the day.
10/25/2018,2600,0,1.891778272,121,206.4846769,26.7,16.8,20.6,26.9,16.8,20.6,14.3,69.2,0,0,0,,0,0,,12.3,229.4,32,11,136.4,11.8,5,,Partly cloudy throughout the day.
10/26/2018,2600,0,1.837095498,111,204.4699522,30.3,15.4,22,28.9,15.4,21.7,11.3,54.1,0,0,0,,0,0,,14.7,281.8,2.2,12.6,139.6,12,5,,Clear conditions throughout the day.
10/27/2018,2600,0,1.79023102,91,173.0806988,30.1,15.7,21.4,28.9,15.7,21.2,10.8,53.4,0,0,0,,0,0,,12.4,265.9,3.5,13.1,134.7,11.7,5,,Clear conditions throughout the day.
10/28/2018,2600,0,1.709904408,66.5,143.9033544,26.5,15.2,19.8,26.5,15.2,19.8,12,62.8,0,0,0,,0,0,,12.3,239.4,31.7,8.1,111.5,9.8,5,,Partly cloudy throughout the day.
10/29/2018,2600,0,1.869648053,113,207.93437,24.7,15,19,24.7,15,19,12.4,67.5,0,0,0,,0,0,,11.6,248.2,32.5,8.9,124.2,10.8,5,,Partly cloudy throughout the day.
10/30/2018,2600,0,1.791156719,110,208.5436836,24,15.7,19,24,15.7,19,12.6,67.8,0,0,0,,0,0,,12.1,295.5,42.5,12.7,112.1,9.6,5,,Clearing in the afternoon.
10/31/2018,2600,0,1.833572344,115.5,208.5349516,27.3,13.6,19.7,26.4,13.6,19.6,7.1,49.6,0,0,0,,0,0,,11,303.4,7.2,13.1,133.8,11.5,5,,Clear conditions throughout the day.
11/1/2018,2600,0,1.854888934,113.5,205.8075624,29.5,12.5,20.3,27.7,12.5,20,3.8,37.5,0,0,0,,0,0,,11,293.9,3.3,15.5,125.8,10.8,5,,Clear conditions throughout the day.
11/2/2018,2600,0,1.886967594,116,206.2007577,32.2,14,22.2,30,14,21.7,5,35.8,0,0,0,,0,0,,13.7,268.2,5,15.6,130,11.4,5,,Clear conditions throughout the day.
11/3/2018,2600,0,1.895811515,94.5,170.6353347,30.4,13.2,21.4,28.6,13.2,21,7.1,43.1,0,0,0,,0,0,,10.9,266.5,8.9,15.6,127.7,10.9,5,,Clear conditions throughout the day.
11/4/2018,2600,0,1.85833943,78.5,155.7000865,28.6,14.8,20.5,27.5,14.8,20.4,9.9,54,0,0,0,,0,0,,10,228.2,25,14.6,102,9.3,4,,Partly cloudy throughout the day.
11/13/2018,2600,0,1.878531685,118,208.1282808,24.9,14.4,18.9,24.9,14.4,18.9,-12.9,11.1,0,0,0,,0,0,60.8,19.9,45.5,13.6,15.8,110.3,9.7,5,,Clear conditions throughout the day.
11/14/2018,2600,0,1.907433154,111.5,185.3809866,26.9,14.7,20,26.5,14.7,19.9,-9.9,13.7,0,0,0,,0,0,,18.9,43.6,1.6,15.8,155.8,13.3,7,,Clear conditions throughout the day.
11/15/2018,2600,0,2.028628621,105,166.0479186,26.8,10.7,18.1,26.5,10.7,18,-4.7,23.7,0,0,0,,0,0,,12.9,299.3,3.8,15.7,151.1,13.1,6,,Clear conditions throughout the day.
11/16/2018,2600,0,1.841286742,108.5,205.3810629,24.6,11.2,17.1,24.6,11.2,17.1,2.4,40.1,0,0,0,,0,0,,10.3,290.4,10,15.3,147.4,12.7,6,,Clear conditions throughout the day.
11/17/2018,2600,0,1.941352392,97.5,172.8382613,22.4,11.1,16.3,22.4,11.1,16.3,7.6,58.5,0,0,0,,0,0,,11.3,205.2,25,13.7,100,8.7,4,,Partly cloudy throughout the day.
11/18/2018,2600,0,1.757193859,48,97.14517219,23.9,12,17,23.9,12,17,6.8,53.7,0,0,0,,0,0,,7.7,27.9,13.3,10.5,100.5,8.6,5,,Clear conditions throughout the day.
11/19/2018,2600,0,1.830153903,113.5,209.1091322,22.7,11.1,16.3,22.7,11.1,16.3,4.6,48.3,0,0,0,,0,0,,9.3,6.7,14.8,11.9,69.5,6,4,,Clear conditions throughout the day.
11/20/2018,2600,0,1.942860541,117.5,206.8065912,22.6,10.3,15.9,22.6,10.3,15.9,6.1,54.8,0,0,0,,0,0,,13.1,261.6,3.7,11.5,149.3,12.8,6,,Clear conditions throughout the day.
11/21/2018,2600,0,1.891219253,45.5,76.09530719,21.5,11.2,16.1,21.5,11.2,16.1,8.9,64.2,0.044,100,4.17,rain,0,0,,11.8,181,32.3,11.1,94.9,8.1,4,,Partly cloudy throughout the day with late afternoon rain.
11/22/2018,2600,0,1.727829373,75.5,152.173805,19.5,13.4,16,19.5,13.4,16,11.9,77.9,6.701,100,29.17,rain,0,0,,12.4,257.1,53.2,12.6,98.3,8.4,5,,Partly cloudy throughout the day with rain clearing later.
11/23/2018,2600,0,1.753445018,110,206.6466222,19.7,12.5,15.7,19.7,12.5,15.7,10.5,72.1,0,0,0,,0,0,,11.3,150.1,44.4,15.1,84.8,7.4,4,,Partly cloudy throughout the day.
11/24/2018,2600,0,1.797326976,99.5,192.1214473,20.4,12.2,15.9,20.4,12.2,15.9,11,73.6,0,0,0,,0,0,,8.9,87.8,45.2,14.4,88.5,7.6,4,,Partly cloudy throughout the day.
11/25/2018,2600,0,1.976912126,85,150.2444474,24.2,11.8,17,24.2,11.8,17,10.2,67.2,0,0,0,,0,0,,9.2,3.2,18.1,14.3,101.7,8.8,4,,Clear conditions throughout the day.
11/26/2018,2600,0,1.651570944,10.5,19.08852303,25.9,11.3,17.7,25.9,11.3,17.7,3,42,0,0,0,,0,0,,9.4,305.9,7.4,15.9,110.4,9.5,5,,Clear conditions throughout the day.
11/27/2018,2600,0,1.748535032,102.5,206.5243028,23.8,11,16.7,23.8,11,16.7,3.5,44.1,0,0,0,,0,0,,14,237.7,9,15.9,99.1,8.6,4,,Clear conditions throughout the day.
11/28/2018,2600,0,1.95506461,111,191.1967562,20.1,11.2,15.8,20.1,11.2,15.8,9.1,65.2,0.078,100,4.17,rain,0,0,,11.9,172.4,53.5,15.6,112.7,9.7,4,,Partly cloudy throughout the day with late afternoon rain.
11/29/2018,2600,0,1.833317847,109,206.2925515,17.2,12,14.3,17.2,12,14.3,12,86.9,20.634,100,95.83,rain,0,0,55.4,21.8,227,94.2,10,34.9,3,2,,Cloudy skies throughout the day with a chance of rain throughout the day.
11/30/2018,2600,0,1.930964298,119,206.7143158,18.3,11.7,14.4,18.3,11.7,14.4,9.2,73.1,0.485,100,4.17,rain,0,0,,10.9,308.8,39.1,14.4,109.3,9.4,5,,Partly cloudy throughout the day with early morning rain.
12/1/2018,2600,0,1.893228115,96.80952884,169.5286255,17.7,8.4,12.9,17.7,8.4,12.9,6.6,66.9,0,0,0,,0,0,,14.9,263.8,18.4,15.6,107.2,9.4,5,,Clear conditions throughout the day.
12/2/2018,2600,0,2.116136668,50.69047116,85.9698113,17.9,8.5,12.5,17.9,7.8,12.4,3.1,55.4,0,0,0,,0,0,,8.8,4.8,14,15.6,105.4,9.2,4,,Clear conditions throughout the day.
12/3/2018,2600,0,1.843205258,109,208.4016842,19.7,8.5,13.5,19.7,8.5,13.5,1.7,47.6,0,0,0,,0,0,,10.6,103.2,3.5,15.9,106,9.1,4,,Clear conditions throughout the day.
12/4/2018,2600,0,1.66051293,27.5,52.62392627,21.6,8.9,14.6,21.6,8.9,14.6,-3.1,32,0,0,0,,0,0,,16.3,93.1,5.6,16,107.2,9.5,4,,Clear conditions throughout the day.
12/5/2018,2600,0,1.991829614,122,209.1259699,14.4,10,12,14.4,10,12,4.7,62.6,3.186,100,58.33,rain,0,0,,17.3,78.2,89.8,15.1,25.4,2.1,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/6/2018,2600,0,2.101813226,128.5,203.8470857,13.2,11.6,12.4,13.2,11.6,12.4,9.8,84,17.259,100,95.83,rain,0,0,50,24.2,71.5,87.5,11.7,11.3,1,1,,Partly cloudy throughout the day with a chance of rain throughout the day.
12/7/2018,2600,0,1.465238144,12.5,22.31610564,20.9,9.6,14.6,20.9,9.6,14.6,7.7,65.9,0.697,100,20.83,rain,0,0,29.5,12.6,47.3,24.5,15.8,103.2,8.9,4,,Partly cloudy throughout the day with early morning rain.
12/8/2018,2600,0,1.910377988,94.5,175.2053073,21.9,8.9,14.5,21.9,8.9,14.5,7.1,63.7,0,0,0,,0,0,,9.6,321.6,8,15.7,105.4,9,4,,Clear conditions throughout the day.
12/9/2018,2600,0,1.943788146,50,94.43872162,22.5,9.5,15.2,22.5,9.5,15.2,7,60.9,0,0,0,,0,0,,9.4,35.5,15.1,15.7,86.6,7.4,4,,Clear conditions throughout the day.
12/10/2018,2600,0,1.874225629,115,207.9895793,19.1,11.5,14.8,19.1,11.5,14.8,7.5,62.6,0,0,0,,0,0,,8,55.4,6.8,15.4,47.8,4.1,2,,Clear conditions throughout the day.
12/13/2018,2600,0,2.071095473,108.5,174.4654965,25.4,8.7,15.5,25.4,8.7,15.5,1.7,47.6,0,0,0,,0,0,,11.3,77.6,0.4,13.3,104.3,9,4,,Clear conditions throughout the day.
12/16/2018,2600,0,1.894028938,46,87.95509226,21.8,7.9,14,21.8,7.9,14,4.7,56.4,0,0,0,,0,0,,9.7,297.5,7.5,15.5,100.4,8.8,4,,Clear conditions throughout the day.
12/17/2018,2600,0,1.849468119,107.5,195.288811,18.4,12.5,15.1,18.4,12.5,15.1,10.7,76.1,0,0,0,,0,0,,11,268.6,63.4,13.9,80.9,7,4,,Partly cloudy throughout the day.
12/18/2018,2600,0,1.895777845,117.5,207.3492583,19.8,11.5,15.1,19.8,11.5,15.1,10.6,75.7,0,0,0,,0,0,,10,310.1,33.1,13.3,94.5,8.2,4,,Partly cloudy throughout the day.
