Date,coach,block,kwh,percent_used,miles_travelled
10/26/2020,7504,7072,1.69,31,66
10/26/2020,7504,7072,1.65,39,85
10/26/2020,2604,0,1.660835958,61,112.0611877
10/26/2020,7502,7772,1.78,41,83
10/26/2020,2610,0,1.64248096,83,155.0290056
10/26/2020,2609,0,1.952482708,122.5,199.025081
10/26/2020,2608,0,1.605797108,155.5,211.3625179
10/26/2020,2607,0,1.504549395,79,161.3390301
10/26/2020,2606,0,1.625429562,99.5,195.4802702
10/26/2020,2605,0,1.7277426,110,198.742469
10/26/2020,2603,0,1.722556495,107.5,197.4158415
10/26/2020,2612,0,1.528945013,116,221.3665941
10/27/2020,2609,0,1.919216168,129,208.0716412
10/27/2020,7505,7771,1.8,40,80
10/27/2020,7502,7072,1.78,42,85
10/27/2020,7502,7072,1.53,28,66
10/27/2020,7504,7772,1.56,36,83
10/27/2020,7504,7772,1.72,42,88
10/27/2020,7505,7771,1.52,16,38
10/27/2020,7505,7771,1.58,21,48
10/27/2020,2607,0,1.63051232,123.5,212.7419619
10/27/2020,2603,0,1.643719108,132,223.9354949
10/27/2020,2604,0,1.808877598,132,208.7154766
10/27/2020,2605,0,1.663045491,86.5,155.8740704
10/27/2020,2606,0,1.799548167,118.5,196.1699922
10/27/2020,2608,0,1.814891304,136.5,195.2635662
10/27/2020,2610,0,1.915935609,127.5,196.7292263
10/27/2020,2612,0,1.86458076,106.5,167.7515808
10/27/2020,2602,0,1.784637094,109,189.6704496
10/28/2020,2605,0,1.723600811,122,197.3319564
10/28/2020,7504,7072,1.52,36,85
10/28/2020,7502,7772,2.3,55,86
10/28/2020,7505,7771,1.71,38,80
10/28/2020,7505,7771,1.71,18,38
10/28/2020,7505,7771,1.65,22,48
10/28/2020,2608,0,1.745026938,157,209.1496605
10/28/2020,2612,0,1.866174437,120,203.2441569
10/28/2020,2606,0,1.705189147,131,228.3880886
10/28/2020,2610,0,1.689884662,124,211.402907
10/28/2020,2609,0,1.866005755,108,175.7059601
10/28/2020,7502,7772,1.92,32,60
10/28/2020,2607,0,1.784999829,109.5,187.1632168
10/28/2020,7504,7072,1.64,30,66
10/28/2020,2604,0,1.876760002,117,185.6237262
10/28/2020,2603,0,1.826001289,114.5,193.7657548
10/28/2020,2602,0,1.878362211,115.5,193.7722824
10/28/2020,2611,0,1.624721547,38,70.62504971
10/29/2020,7505,7771,1.71,38,80
10/29/2020,7505,7771,1.5,20,48
10/29/2020,7504,7072,1.47,27,66
10/29/2020,7501,7772,2.28,55,87
10/29/2020,7501,7772,2.1,35,60
10/29/2020,2603,0,1.646370306,77.5,137.3509952
10/29/2020,2602,0,1.736356917,119,207.8354535
10/29/2020,7505,7771,1.89,20,38
10/29/2020,2604,0,2.027507331,133,199.2908726
10/29/2020,2605,0,1.807680942,89.5,154.1932614
10/29/2020,7504,7072,1.65,39,85
10/29/2020,2608,0,1.859114898,137,198.2315404
10/29/2020,2610,0,1.638946062,43.5,87.3523622
10/29/2020,2611,0,1.874287524,111.5,173.8192705
10/29/2020,2612,0,1.566425819,62.5,117.9363987
10/29/2020,2607,0,1.747831364,109.5,195.7505667
10/30/2020,7501,7772,2.19,53,87
10/30/2020,7505,7771,1.73,23,48
10/30/2020,7504,7072,1.69,31,66
10/30/2020,7504,7072,1.65,39,85
10/30/2020,2605,0,1.822436488,122.5,196.9390188
10/30/2020,2612,0,1.933549041,121,191.7241932
10/30/2020,2611,0,1.710106057,120.5,208.7247972
10/30/2020,2609,0,1.855119641,138.5,224.6412203
10/30/2020,2608,0,1.727899423,110,105.1560511
10/30/2020,2607,0,1.855143593,92.5,149.5795803
10/30/2020,2604,0,1.922061924,99.5,159.1486966
10/30/2020,2602,0,1.9644847,127.5,193.0009992
10/30/2020,2610,0,1.829322127,111.5,188.3065398
10/31/2020,2605,0,1.600599498,14,22.64113316
11/2/2020,2611,0,1.853908654,146,232.9936173
11/2/2020,7501,7772,1.62,40,89
11/2/2020,2612,0,1.752529129,106.5,193.8181023
11/2/2020,7504,7072,1.8,42,84
11/2/2020,7504,7072,1.51,29,69
11/2/2020,7501,7772,2.17,50,83
11/2/2020,2602,0,1.443544832,50,111.2099091
11/2/2020,2610,0,1.699718702,64.5,108.5752953
11/2/2020,2604,0,1.711522255,88,159.7172513
11/2/2020,2605,0,1.598781483,104.5,210.7225056
11/2/2020,2606,0,1.532683542,72.5,142.8780919
11/2/2020,2607,0,1.724115749,113.5,202.3494646
11/2/2020,2609,0,1.714467849,45.5,86.84594468
11/2/2020,2603,0,1.62522705,130.5,238.0814792
11/3/2020,2603,0,1.716447082,81.5,149.3154975
11/3/2020,2612,0,1.714034735,117.5,212.114377
11/3/2020,2611,0,1.502788858,43.5,92.09225622
11/3/2020,2610,0,1.790080046,141.5,229.0062224
11/3/2020,2609,0,1.841181656,113,192.6840999
11/3/2020,2605,0,1.56278849,120,238.0783723
11/3/2020,2606,0,1.942167051,102.5,158.8908276
11/3/2020,2602,0,1.828242618,120,202.0629259
11/3/2020,7504,7072,1.78,42,85
11/3/2020,7504,7072,1.53,28,66
11/3/2020,7501,7772,2.52,58,83
11/3/2020,7501,7772,1.66,40,87
11/3/2020,2604,0,1.88982427,96,152.4161397
11/4/2020,2606,0,1.722093065,107.5,194.6019236
11/4/2020,7504,7072,1.53,28,66
11/4/2020,7504,7072,1.91,45,85
11/4/2020,2610,0,1.619935543,87.5,166.0926502
11/4/2020,2602,0,1.824032883,120,201.5145566
11/4/2020,2603,0,1.88776076,88.5,140.9549481
11/4/2020,2604,0,1.761305112,140.5,229.8265629
11/4/2020,2607,0,1.791463732,83,136.1719626
11/4/2020,7505,7771,1.67,37,80
11/4/2020,2605,0,1.660413014,99.5,201.8944377
11/4/2020,2611,0,1.579576164,78,158.6081037
11/4/2020,2612,0,1.742341802,140,237.7583661
11/4/2020,7505,7771,1.73,23,48
11/4/2020,7505,7771,2.37,25,38
11/4/2020,7501,7772,2.32,56,87
11/4/2020,7501,7772,1.8,31,62
11/4/2020,2609,0,1.927007972,124.5,195.5299799
11/5/2020,7501,7771,1.73,23,48
11/5/2020,7504,7072,1.94,47,87
11/5/2020,7501,7771,1.8,19,38
11/5/2020,7504,7072,1.46,28,69
11/5/2020,7501,7771,1.89,42,80
11/5/2020,2605,0,1.709123852,103,188.6822389
11/5/2020,2602,0,1.747632952,90.5,160.1646385
11/5/2020,2612,0,1.678771588,90.5,157.0888511
11/5/2020,2604,0,1.814600806,96.5,158.2601358
11/5/2020,2606,0,1.850255527,115.5,195.6222919
11/5/2020,2607,0,1.59650668,73,133.5310966
11/5/2020,2609,0,1.736245736,112.5,202.4613756
11/5/2020,2611,0,1.877354503,94.5,149.0110256
11/5/2020,2610,0,1.661550744,116,206.9041796
11/5/2020,2603,0,1.872908167,49,88.11975563
11/6/2020,7501,7772,2.4,58,87
11/6/2020,2612,0,1.796770426,120,196.5507007
11/6/2020,2602,0,1.693150561,112.5,208.0008997
11/6/2020,7505,7771,1.73,23,48
11/6/2020,2611,0,1.644932513,68,128.2354798
11/6/2020,7505,7771,1.42,15,38
11/6/2020,7505,7771,1.8,40,80
11/6/2020,7501,7772,1.68,29,62
11/6/2020,7504,7072,1.53,28,66
11/6/2020,2603,0,1.619251714,97,173.8130567
11/6/2020,2604,0,1.628524342,132,238.0379832
11/6/2020,2605,0,1.561768379,75,156.2330794
11/6/2020,2606,0,1.593402898,62.5,116.8457458
11/6/2020,2607,0,1.647677389,105,205.8857895
11/6/2020,2609,0,1.957369498,109,167.2420564
11/6/2020,2610,0,1.635467714,122.5,223.1903185
11/6/2020,7504,7072,1.82,43,85
11/7/2020,2612,0,1.546108011,14,22.74362044
11/9/2020,2612,0,1.899017273,144.5,225.5111399
11/9/2020,2604,0,2.102583435,137.5,203.2335767
11/9/2020,2605,0,1.638768274,111.5,210.2254086
11/9/2020,2607,0,1.9030814,143.5,232.0343693
11/9/2020,2610,0,1.606894225,98,194.0790782
11/9/2020,2611,0,1.654150207,61,109.5819166
11/9/2020,2602,0,1.841668031,114.5,194.7812276
11/9/2020,7501,7772,1.83,31,61
11/9/2020,7505,7072,1.78,42,85
11/9/2020,7505,7072,1.91,35,66
11/9/2020,7504,7771,2.1,28,48
11/9/2020,7501,7772,2.19,53,87
11/9/2020,7504,7771,1.76,39,80
11/9/2020,7504,7771,2.46,26,38
11/10/2020,2611,0,1.615257143,112.5,207.8082747
11/10/2020,2610,0,1.793877733,143.5,235.9998857
11/10/2020,2609,0,1.71566786,8.5,17.45120993
11/10/2020,2607,0,1.972392974,127.5,201.7852491
11/10/2020,2606,0,2.091807358,28.5,45.34456275
11/10/2020,2605,0,1.849025416,136.5,229.5429713
11/10/2020,2604,0,1.992218235,110.5,153.7255321
11/10/2020,2602,0,1.545549057,96.5,194.6383123
11/10/2020,7505,7072,1.74,41,85
11/10/2020,7501,7771,2.03,45,80
11/10/2020,7504,7772,1.6,37,83
11/10/2020,7501,7771,2.33,31,48
11/10/2020,7501,7771,1.61,17,38
11/10/2020,7505,7072,2.02,37,66
11/10/2020,7504,7772,1.78,43,87
11/10/2020,2612,0,1.72907381,118,209.4642289
11/11/2020,2604,0,1.934536508,121.5,193.1066323
11/11/2020,2611,0,1.64392684,104.5,181.2384425
11/11/2020,2602,0,1.667710451,125.5,226.5773786
11/11/2020,2609,0,1.488216268,50.5,110.9427195
11/11/2020,2607,0,1.864742879,121.5,198.0620675
11/11/2020,2606,0,1.539407331,106,198.7611101
11/11/2020,2605,0,1.729847366,125,219.2081969
11/11/2020,2603,0,1.615365592,40,79.00734709
11/11/2020,7503,7771,1.71,38,80
11/11/2020,2610,0,1.794532677,132.5,211.8875766
11/11/2020,7503,7771,1.65,22,48
11/11/2020,7504,7072,1.86,44,85
11/11/2020,7504,7072,1.53,28,66
11/11/2020,7501,7772,1.65,38,83
11/11/2020,7501,7772,2.15,52,87
11/11/2020,7503,7771,1.61,17,38
11/11/2020,2612,0,1.914326342,127,201.2210671
11/12/2020,7503,7771,1.71,18,38
11/12/2020,7503,7771,1.88,25,48
11/12/2020,7504,7072,1.74,41,85
11/12/2020,7504,7072,1.8,33,66
11/12/2020,7501,7772,1.8,30,60
11/12/2020,7501,7772,2.32,56,87
11/12/2020,7503,7771,1.67,37,80
11/12/2020,2607,0,1.897661398,113.5,202.5070343
11/12/2020,2612,0,1.545294316,99,204.4535432
11/12/2020,2609,0,1.921198634,66.5,111.1974817
11/12/2020,2605,0,1.535952024,79.5,159.9440517
11/12/2020,2604,0,1.983990384,121,195.2658972
11/12/2020,2603,0,2.09565226,53,85.86728506
11/12/2020,2606,0,1.83661999,118,195.2658972
11/12/2020,2602,0,1.88911875,116,192.8792448
11/12/2020,2610,0,1.683367603,111,207.3608874
11/12/2020,2611,0,1.494639187,18.5,46.60283942
11/13/2020,7504,7072,1.69,31,66
11/13/2020,7504,7072,1.69,40,85
11/13/2020,7503,7771,1.8,24,48
11/13/2020,7503,7771,1.52,16,38
11/13/2020,7501,7772,2.66,37,50
11/13/2020,7503,7771,1.89,42,80
11/13/2020,7501,7772,2.36,57,87
11/13/2020,2606,0,1.990572288,122,195.3125
11/13/2020,2611,0,2.000591935,122.5,191.163027
11/13/2020,2610,0,1.909062758,131.5,207.8514622
11/13/2020,2609,0,1.906869323,149,238.494691
11/13/2020,2607,0,1.796428231,88,157.5527168
11/13/2020,2605,0,1.534940573,81.5,157.5735206
11/13/2020,2604,0,1.646375208,84,159.7079307
11/13/2020,2603,0,1.611024534,22.5,53.51870079
11/13/2020,2602,0,1.965904373,88.5,141.0232989
11/13/2020,2612,0,1.841131977,125.5,208.2867305
11/16/2020,7503,7771,1.42,15,38
11/16/2020,7501,7772,1.94,47,87
11/16/2020,7504,7072,1.91,45,85
11/16/2020,7504,7072,1.75,32,66
11/16/2020,7501,7772,1.73,40,83
11/16/2020,2606,0,1.913060531,117,194.8744333
11/16/2020,2612,0,1.826582328,128.5,228.3195824
11/16/2020,2611,0,1.954354675,97,149.3310318
11/16/2020,2609,0,1.582901924,94,196.0519317
11/16/2020,2607,0,1.448944272,58,121.9813787
11/16/2020,7503,7771,1.8,24,48
11/16/2020,2605,0,1.654259423,112.5,211.3407699
11/16/2020,2604,0,1.725956346,52.5,98.20461008
11/16/2020,2602,0,1.617045673,23,49.44250577
11/16/2020,7503,7771,1.98,44,80
11/16/2020,2610,0,1.695857923,116.5,207.6777867
11/17/2020,2612,0,1.627545849,117,217.7627965
11/17/2020,2605,0,1.787152832,117,196.6857303
11/17/2020,7504,7072,1.69,40,85
11/17/2020,2611,0,1.902605702,149,226.8339149
11/17/2020,2610,0,1.921716213,63,100.8920405
11/17/2020,2609,0,1.674613551,91.5,155.53853
11/17/2020,2607,0,1.66282849,71.5,128.0646027
11/17/2020,7501,7772,1.74,42,87
11/17/2020,7501,7772,1.87,43,83
11/17/2020,7503,7771,1.85,41,80
11/17/2020,7503,7771,1.42,15,38
11/17/2020,7503,7771,1.43,19,48
11/17/2020,7504,7072,1.47,27,66
11/17/2020,2606,0,1.702684082,112.5,206.8202945
11/18/2020,2607,0,1.887346658,114,202.1317199
11/18/2020,2609,0,1.774359374,114,195.5268731
11/18/2020,2610,0,1.949233527,121.5,196.1202825
11/18/2020,2602,0,1.937552501,58,85.80057569
11/18/2020,2612,0,1.679713322,120.5,225.455859
11/18/2020,2606,0,1.986015312,108,167.186133
11/18/2020,2611,0,1.838290033,139,211.9100702
11/18/2020,2605,0,1.908204588,115,195.2537618
11/18/2020,7501,7772,2.23,54,87
11/18/2020,7501,7772,1.98,33,60
11/18/2020,7503,7771,1.65,22,48
11/18/2020,7504,7072,1.78,42,85
11/18/2020,7504,7072,1.53,28,66
11/18/2020,7505,7071,1.58,21,48
11/18/2020,7505,7071,2.28,55,87
11/18/2020,7503,7771,1.67,37,80
11/18/2020,7503,7771,1.61,17,38
11/19/2020,2609,0,1.497211959,61,136.1393214
11/19/2020,2611,0,1.917374295,116,188.8657739
11/19/2020,2612,0,1.875241912,102.5,181.1414751
11/19/2020,2602,0,1.611706115,14,23.06055034
11/19/2020,2605,0,1.60243669,53,112.2410933
11/19/2020,2606,0,1.84894746,124,208.426539
11/19/2020,2607,0,1.631585549,65,125.1879831
11/19/2020,2610,0,1.448030228,57,129.6615267
11/19/2020,7505,7071,1.5,20,48
11/19/2020,7503,7771,1.8,19,38
11/19/2020,7503,7771,1.67,37,80
11/19/2020,7501,7772,2.36,57,87
11/19/2020,7501,7772,2.24,38,61
11/19/2020,7505,7071,2.28,55,87
11/19/2020,7504,7072,1.64,30,66
11/19/2020,7504,7072,1.91,45,85
11/19/2020,7503,7771,2.18,29,48
11/20/2020,7501,7772,2.36,57,87
11/20/2020,7501,7772,1.8,30,60
11/20/2020,7505,7072,1.75,32,66
11/20/2020,7503,7771,1.95,26,48
11/20/2020,7503,7771,2.31,27,42
11/20/2020,7503,7771,3.41,36,38
11/20/2020,2605,0,1.738138452,105.5,189.8475404
11/20/2020,2607,0,1.648643065,106.5,207.2880627
11/20/2020,2609,0,1.763217468,117.5,207.5193371
11/20/2020,2610,0,1.664455104,103,192.2429263
11/20/2020,2611,0,1.609486395,124.5,227.3949076
11/20/2020,2612,0,1.637041331,104.5,201.3037349
11/20/2020,2606,0,1.714993823,117,214.3482065
11/23/2020,2607,0,1.707978359,107.5,187.5422532
11/23/2020,2606,0,1.920061164,127,200.5394135
11/23/2020,2605,0,1.74965636,50,90.65495009
11/23/2020,2609,0,1.968160837,125.5,191.2518393
11/23/2020,2610,0,1.813683145,100,169.4214649
11/23/2020,2611,0,1.883135249,96,149.8747316
11/23/2020,2612,0,1.794323092,99.5,182.1021485
11/24/2020,7503,7771,1.94,43,80
11/24/2020,7503,7771,1.89,20,38
11/24/2020,7504,7772,1.99,48,87
11/24/2020,7505,7072,1.69,40,85
11/24/2020,2612,0,1.736925274,101,181.5739829
11/24/2020,2611,0,2.040600442,92,136.3350533
11/24/2020,7504,7772,1.65,38,83
11/24/2020,2607,0,1.482078896,62.5,140.4733854
11/24/2020,7503,7771,2.48,33,48
11/24/2020,2609,0,1.844107329,120,216.1253281
11/24/2020,2610,0,1.802952534,127,218.0159009
11/24/2020,7505,7072,1.75,32,66
11/24/2020,2606,0,1.812798585,141.5,240.7194047
11/24/2020,2605,0,1.537868355,87.5,194.1132536
11/25/2020,2606,0,1.846862483,123,204.1967214
11/25/2020,2605,0,1.813481461,108,182.1847233
11/25/2020,7505,7072,1.99,47,85
11/25/2020,2611,0,1.493563584,71.5,147.3706057
11/25/2020,7505,7072,1.8,33,66
11/25/2020,7501,7772,1.98,33,60
11/25/2020,2612,0,1.915012722,120,201.4559493
11/25/2020,7504,7771,1.67,37,80
11/25/2020,7504,7771,1.61,17,38
11/25/2020,7504,7771,2.25,30,48
11/25/2020,2610,0,1.909870364,121,192.7866261
11/25/2020,2609,0,2.007410244,80,113.6953939
11/25/2020,2607,0,1.744230891,108.5,185.9701841
11/25/2020,7501,7772,2.36,57,87
11/27/2020,2605,0,1.711207622,114.5,204.5056868
11/27/2020,2606,0,1.727828751,90,166.7201046
11/27/2020,7501,7771,0.85,20,85
11/27/2020,7501,7771,5.52,46,30
11/27/2020,7501,7771,2.4,32,48
11/27/2020,2611,0,1.973927284,129,190.8230931
11/27/2020,2607,0,1.781614887,104.5,187.6074972
11/27/2020,2609,0,1.904526158,122,205.4874533
11/27/2020,2610,0,1.810856051,136,235.6425972
11/27/2020,2603,0,1.716129513,100,195.0390967
11/27/2020,2612,0,1.759592447,106.5,191.1349325
11/27/2020,2602,0,1.927268379,64,105.1781227
11/28/2020,2602,0,1.887517088,14,22.73113726
11/30/2020,2609,0,1.831607088,106,193.1532351
11/30/2020,2603,0,1.77285063,124.5,197.3334534
11/30/2020,2611,0,1.935158726,120.5,191.0654279
11/30/2020,2612,0,1.82734291,87.5,166.9966148
11/30/2020,2602,0,1.841979172,110.5,192.7866261
11/30/2020,2605,0,1.748135812,123,230.1470413
11/30/2020,2610,0,1.671053725,79,157.8282828
11/30/2020,2606,0,1.704140099,109.5,201.6281341
11/30/2020,2607,0,1.756384122,109,209.979967
12/1/2020,2612,0,1.753351134,114.5,202.1165146
12/1/2020,2611,0,1.829977112,86,156.0946572
12/1/2020,2610,0,2.076073897,131,225.0855007
12/1/2020,2609,0,2.163845021,119.5,209.3026724
12/1/2020,2607,0,1.815434509,81,143.9499572
12/1/2020,2606,0,1.911855029,100.5,176.8801276
12/1/2020,2602,0,1.654938506,100,201.190631
12/1/2020,2605,0,1.85141926,120,206.1667315
12/1/2020,7501,7771,2.4,28,42
12/1/2020,7501,7771,2.27,24,38
12/1/2020,7501,7771,2.55,34,48
12/1/2020,2603,0,1.458202566,101,175.9335424
12/2/2020,2607,0,1.632159173,42,89.46502426
12/2/2020,2602,0,1.939198461,124,194.7439858
12/2/2020,2603,0,1.906870414,74,111.0638869
12/2/2020,2611,0,1.8054559,104.5,187.3179837
12/2/2020,2605,0,1.618753523,127.5,234.3476893
12/2/2020,2606,0,1.972772595,53.5,87.92876733
12/2/2020,2610,0,1.935742898,126,201.1110261
12/2/2020,7504,7772,2.4,38,57
12/2/2020,2612,0,1.733301523,43.5,81.76623519
12/2/2020,7501,7771,2.4,32,48
12/2/2020,7501,7771,1.99,21,38
12/2/2020,7501,7771,1.87,41,79
12/2/2020,7505,7072,2.07,38,66
12/2/2020,7505,7072,1.82,43,85
12/2/2020,2609,0,1.819584326,122.5,207.9356558
12/3/2020,7501,7772,2.48,60,87
12/3/2020,7505,7072,2.02,37,66
12/3/2020,7503,7771,1.67,37,80
12/3/2020,7501,7772,1.89,32,61
12/3/2020,2609,0,1.788757044,91.5,158.7899196
12/3/2020,2607,0,1.624470749,40,86.68749503
12/3/2020,7505,7072,2.08,26,45
12/3/2020,7503,7771,2.48,33,48
12/3/2020,7503,7771,1.89,20,38
12/3/2020,2611,0,1.802075713,112.5,185.1722981
12/3/2020,2605,0,1.657498976,121.5,218.9183916
12/3/2020,2603,0,1.850090909,122,197.2076821
12/3/2020,2602,0,1.851035026,127,207.6871073
12/3/2020,2606,0,1.763678734,143.5,249.5876369
12/3/2020,2610,0,1.92313733,128,201.8823675
12/4/2020,7505,7771,1.61,17,38
12/4/2020,7505,7771,1.94,43,80
12/4/2020,7501,7772,2.44,59,87
12/4/2020,7505,7771,2.63,35,48
12/4/2020,2610,0,1.909373081,124,201.0084233
12/4/2020,2602,0,2.112285401,103,154.4333401
12/4/2020,2605,0,1.781517097,96.5,167.1581713
12/4/2020,2606,0,1.972695132,100.5,150.2724091
12/4/2020,2607,0,1.654887888,126,239.5820906
12/4/2020,2609,0,1.95972347,136,215.7021653
12/4/2020,2611,0,1.793403259,164.5,247.7300847
12/4/2020,2603,0,1.814973939,106,193.9672314
12/5/2020,2602,0,1.814594281,12.5,22.34676405
12/7/2020,7501,7772,1.87,43,83
12/7/2020,7503,7771,2.19,39,64
12/7/2020,2603,0,1.549980291,76.5,157.1540951
12/7/2020,7503,7771,2.55,34,48
12/7/2020,7503,7771,1.99,21,38
12/7/2020,2602,0,1.616087888,100,192.5536119
12/7/2020,7501,7772,2.11,51,87
12/7/2020,2605,0,1.627074938,104.5,195.7070707
12/7/2020,2612,0,1.686660922,128.5,229.0153752
12/7/2020,2609,0,1.808799995,110,186.8432106
12/7/2020,2606,0,1.678535894,106,209.1286885
12/7/2020,2607,0,1.450313833,111,240.7689096
12/7/2020,7505,7072,1.65,39,85
12/7/2020,2610,0,1.739354062,96,166.9251571
12/7/2020,2611,0,1.84694009,87.5,149.5951145
12/7/2020,7505,7072,1.8,33,66
12/7/2020,2604,0,1.864442838,122.5,201.7462581
12/8/2020,2605,0,1.658106069,119,213.0484143
12/8/2020,7504,7072,2.4,44,66
12/8/2020,7504,7072,1.61,38,85
12/8/2020,7503,7771,2.03,45,80
12/8/2020,7503,7771,1.42,15,38
12/8/2020,7503,7771,1.65,22,48
12/8/2020,2603,0,1.749528149,141,231.7465999
12/8/2020,2604,0,1.626519826,58,104.819647
12/8/2020,2611,0,1.756505768,113,193.3958875
12/8/2020,2610,0,1.845243967,113.5,181.6951503
12/8/2020,2609,0,1.721348382,94.5,165.0765778
12/8/2020,2607,0,1.632824709,61.5,108.6964627
12/8/2020,2606,0,1.643393908,124,227.881671
12/8/2020,2602,0,1.570243999,43,85.36086753
12/8/2020,2612,0,1.701845819,87,155.2871729
12/9/2020,2606,0,2.019268105,61,87.04298672
12/9/2020,7504,7072,1.86,44,85
12/9/2020,7503,7771,2.1,28,48
12/9/2020,7503,7771,1.61,17,38
12/9/2020,7503,7771,1.67,37,80
12/9/2020,7501,7772,2.44,59,87
12/9/2020,7501,7772,2.15,37,62
12/9/2020,2607,0,1.649466585,107.5,194.8837539
12/9/2020,7504,7072,1.91,35,66
12/9/2020,2603,0,1.545713691,82.5,150.1108526
12/9/2020,2605,0,1.74499524,105.5,172.3539608
12/9/2020,2612,0,1.679358328,88,158.0053736
12/9/2020,2611,0,1.884854617,77,105.4743354
12/9/2020,2610,0,1.673942859,105,183.2081892
12/9/2020,2609,0,1.953300464,101.5,161.9759355
12/9/2020,2604,0,1.792937724,92.5,150.4961028
12/9/2020,2602,0,1.859146201,106,173.5614014
12/10/2020,7505,7771,1.53,34,80
12/10/2020,2605,0,1.740269739,107.5,186.2622286
12/10/2020,7504,7072,1.82,43,85
12/10/2020,2612,0,1.584699504,109,205.8447417
12/10/2020,7504,7072,1.85,34,66
12/10/2020,7501,7772,2.12,36,61
12/10/2020,7501,7772,2.44,59,87
12/10/2020,7505,7771,1.8,19,38
12/10/2020,2610,0,1.784061626,97,165.266096
12/10/2020,2611,0,1.866293247,94.5,151.5959298
12/10/2020,2607,0,1.432518808,36.5,86.46690826
12/10/2020,2604,0,1.785139868,94.5,149.6588389
12/10/2020,2602,0,1.627939993,97,191.3885409
12/10/2020,7505,7771,2.4,32,48
12/10/2020,2601,0,1.840461975,82,132.478135
12/10/2020,2609,0,1.711439631,105.5,195.8033832
12/10/2020,2606,0,1.898776752,87,125.3323662
12/10/2020,2603,0,1.737707379,100.5,166.1888322
12/11/2020,7504,7072,1.8,33,66
12/11/2020,2609,0,1.641312574,91.5,167.7919699
12/11/2020,2610,0,1.574965609,37.5,86.76205957
12/11/2020,7503,7771,2.18,29,48
12/11/2020,7503,7771,3.003,48,0
12/11/2020,7501,7772,2.44,59,87
12/11/2020,7501,7772,3.003,41,0
12/11/2020,7504,7072,1.86,44,85
12/11/2020,7503,7771,2.18,23,38
12/11/2020,2607,0,1.560324678,56.5,109.7186183
12/11/2020,2611,0,1.755353764,104.5,177.5661387
12/11/2020,2604,0,1.948932727,101,143.7029283
12/11/2020,2606,0,1.751803428,121,209.8355106
12/11/2020,2601,0,1.857327587,123,192.5642425
12/11/2020,2602,0,1.61100795,57.5,119.1261781
12/11/2020,2603,0,1.689270863,104.5,170.1531804
12/11/2020,2605,0,1.792847025,81,128.0117862
12/11/2020,2612,0,1.741709376,81.5,150.3127983
12/14/2020,2601,0,1.735679741,103,179.9584178
12/14/2020,2602,0,1.775871779,118,207.8207021
12/14/2020,7504,7072,1.65,39,85
12/14/2020,7505,7772,1.99,48,87
12/14/2020,7505,7772,1.87,43,83
12/14/2020,2604,0,1.991781709,98,156.4581593
12/14/2020,2603,0,1.744640976,82,146.413694
12/14/2020,2606,0,1.925659022,101.5,173.2365679
12/14/2020,2605,0,1.742707862,107.5,191.2704804
12/14/2020,2609,0,1.619694849,79.5,158.9125756
12/14/2020,2611,0,1.879199029,80,130.3512487
12/14/2020,2612,0,1.89545132,121.5,191.9011722
12/14/2020,2610,0,1.686852434,60,107.8788022
12/14/2020,2607,0,1.487430569,83,181.8442794
12/14/2020,7504,7072,1.96,36,66
12/15/2020,2603,0,1.836158662,104,178.7547812
12/15/2020,2606,0,1.806598916,120.5,209.7642075
12/15/2020,2601,0,1.996386362,151,223.9451988
12/15/2020,2602,0,1.925979475,118,193.1811968
12/15/2020,2605,0,1.658788475,43.5,86.74963215
12/15/2020,2612,0,1.776525543,91,149.2378261
12/15/2020,2607,0,1.625559678,102,198.4659588
12/15/2020,2611,0,1.908191904,147.5,230.6320811
12/15/2020,2609,0,1.996483716,121.5,201.040095
12/15/2020,2610,0,1.754042318,93,167.4663074
12/16/2020,2609,0,1.627231674,81,162.6049678
12/16/2020,2612,0,1.864869801,105,168.1461515
12/16/2020,2611,0,1.914827717,121,195.5353511
12/16/2020,2610,0,1.921650063,120.5,198.8698501
12/16/2020,2601,0,1.802235968,94,155.8368739
12/16/2020,2605,0,1.615600128,105,196.4713573
12/16/2020,2603,0,1.905228622,138.7845155,200.4328582
12/16/2020,2602,0,1.811424191,104,186.8624433
12/16/2020,2606,0,1.936552755,116,193.9548039
12/16/2020,2607,0,1.675870669,122,231.3221933
12/17/2020,2606,0,1.838003266,99.5,167.273125
12/17/2020,2605,0,1.723841026,76,143.0210073
12/17/2020,2602,0,1.90843833,77.5,127.0698173
12/17/2020,2603,0,1.831196198,0.215484539,10.29714448
12/17/2020,2601,0,1.956763985,117,181.662236
12/17/2020,2611,0,1.618712946,58,126.6727312
12/17/2020,2612,0,1.7305866,106.5,194.3151992
12/17/2020,2610,0,1.682971548,111,207.8921598
12/17/2020,2607,0,1.559048509,89,179.6177667
12/18/2020,2606,0,2.043750317,95.5,151.0770848
12/18/2020,2601,0,1.942344478,106,171.0995104
12/18/2020,2602,0,1.649840723,82,170.7822956
12/18/2020,2605,0,1.630906706,110,216.1222212
12/18/2020,2610,0,2.115937822,44.5,73.43986121
12/18/2020,2611,0,1.457192676,78,161.1288648
12/18/2020,2612,0,1.68302367,60.5,108.6094707
12/18/2020,2607,0,1.694411785,94,168.0257553
12/19/2020,2602,0,1.819501783,15.5,22.96434902
12/20/2020,2606,0,1.689545862,23.5,48.50423527
