Date,coach,block,kwh,percent_used,miles_travelled
1/21/2020,2601,0,1.780051799,132.5,227.8310666
1/21/2020,2606,0,1.867972977,130,220.6732947
1/21/2020,2607,0,1.639901871,89,174.3413341
1/21/2020,2610,0,1.858005621,62,108.3613945
1/21/2020,2600,0,2.035235637,130,210.2503132
1/21/2020,2612,0,1.726673689,119.5,205.6782361
1/21/2020,2602,0,1.709080405,110,201.1536315
1/21/2020,2611,0,1.500993117,13,32.03481046
1/21/2020,2605,0,1.770984765,96,172.5505041
1/21/2020,2604,0,1.648687845,88,168.357455
1/22/2020,2600,0,1.960797495,98.5,160.0282848
1/22/2020,2601,0,2.045409527,146,207.8440843
1/22/2020,2602,0,1.826684131,141,228.899098
1/22/2020,2604,0,1.807881631,78.5,134.7993841
1/22/2020,2603,0,1.613697456,104.5,189.3874833
1/22/2020,2607,0,1.796023673,144,234.9118647
1/22/2020,2609,0,1.457838694,26.5,62.9543548
1/22/2020,2610,0,1.514641318,48,111.2721395
1/22/2020,2612,0,1.758623401,129.5,227.5910122
1/22/2020,2606,0,2.010755666,122.5,192.7547471
1/22/2020,2605,0,2.046924699,125.5,192.4815018
1/23/2020,2600,0,1.953006277,141,231.4612212
1/23/2020,2601,0,1.894300345,91.5,153.4105511
1/23/2020,2612,0,1.914366714,110.5,176.6722528
1/23/2020,2605,0,1.981224444,133,199.2711937
1/23/2020,2602,0,1.927046395,126,210.1456432
1/23/2020,2611,0,1.751609055,89.5,152.0347359
1/23/2020,2604,0,2.16461176,92,125.9438691
1/23/2020,2606,0,2.180469965,104,153.8465264
1/23/2020,2607,0,1.689966721,109,192.4438902
1/23/2020,2609,0,1.862210414,80.5,143.9342987
1/23/2020,2610,0,1.843854672,70,128.2187276
1/23/2020,2603,0,1.685674609,69,126.1824072
1/24/2020,7502,7773,2.03,53,94
1/24/2020,2600,0,2.06422798,58,95.50822105
1/24/2020,2601,0,1.926446133,107,162.9062836
1/24/2020,2602,0,1.594581724,56.5,117.8228955
1/24/2020,2603,0,1.569581472,81,172.7878067
1/24/2020,2604,0,1.780053538,120,186.481672
1/24/2020,2612,0,1.75511332,134.5,236.6327833
1/24/2020,2607,0,1.709334326,107,191.3275098
1/24/2020,2608,0,2.112339629,10,11.88366191
1/24/2020,2609,0,1.943008257,130,209.6478379
1/24/2020,2611,0,1.723944809,81.5,156.2618993
1/24/2020,7502,7773,1.94,27,50
1/24/2020,2610,0,1.703804697,60,120.3789556
1/24/2020,2605,0,2.161049041,36,58.81961843
1/24/2020,2606,0,1.749166445,124,225.2287889
1/25/2020,2606,0,1.93812388,106.5,183.1150518
1/25/2020,2604,0,1.851951516,93,148.4680715
1/25/2020,2601,0,1.916340265,121.5,189.2429213
1/26/2020,2612,0,2.001331425,51,83.86613428
1/26/2020,2610,0,1.833013664,106,180.8030166
1/26/2020,2600,0,1.889959196,122.5,219.1218472
1/26/2020,2606,0,1.339074891,7,12.8076968
1/26/2020,2609,0,1.879411432,140,123.9390833
1/27/2020,2606,0,1.715409066,120,218.039462
1/27/2020,2600,0,1.775903345,93.5,168.1541796
1/27/2020,2602,0,1.707061241,82,141.2500994
1/27/2020,2603,0,1.539733718,77,144.9712554
1/27/2020,2604,0,1.921736786,128.5,201.6736074
1/27/2020,2607,0,1.809308557,109,178.8503452
1/27/2020,2610,0,1.696879258,125.5,228.5270023
1/27/2020,2611,0,1.53757674,109,212.0972707
1/27/2020,2612,0,1.717445161,124.5,224.7610455
1/27/2020,2609,0,1.397961658,65,146.5348987
1/27/2020,2601,0,2.087190117,138.5,188.6756778
1/28/2020,2602,0,1.748242268,130.5,227.3517905
1/28/2020,2604,0,1.814418401,103,159.9413177
1/28/2020,2600,0,1.796056357,122,228.3953275
1/28/2020,2601,0,1.805781094,86,148.8478038
1/28/2020,2606,0,1.695109798,75.5,142.8708219
1/28/2020,2603,0,1.784288312,114,193.6907212
1/28/2020,2609,0,1.917146837,173,202.3624719
1/28/2020,2610,0,1.856704206,125.5,209.0785749
1/28/2020,2611,0,2.242756169,29,50.89271156
1/28/2020,2612,0,1.745527547,123.5,216.8331693
1/28/2020,2607,0,1.494850868,50.5,104.7308717
1/29/2020,2608,0,1.987476083,10.5,15.6068746
1/29/2020,2604,0,1.645049438,34.5,72.72337673
1/29/2020,2612,0,1.832208563,122.5,208.4669095
1/29/2020,2610,0,1.698864039,123,217.9665131
1/29/2020,2609,0,1.789180365,212,202.362503
1/29/2020,2606,0,1.805712004,138,228.9686667
1/29/2020,2601,0,1.713757566,74,132.6036509
1/29/2020,2603,0,1.719252784,78.5,142.0174928
1/29/2020,2602,0,2.026011456,92.5,147.5984003
1/29/2020,2600,0,1.922123067,140,228.0711768
1/29/2020,2607,0,1.914297355,65,107.300428
1/30/2020,2602,0,1.888291823,114.5,192.8873628
1/30/2020,2603,0,1.319919951,95,207.6673663
1/30/2020,2601,0,1.961751055,159,226.1995012
1/30/2020,2604,0,1.864267908,78,127.1620238
1/30/2020,7505,7772,1.73,23,48
1/30/2020,7505,7772,1.98,11,20
1/30/2020,2600,0,2.099614384,128,203.4519115
1/30/2020,2606,0,1.877873292,125,207.8936697
1/30/2020,7505,7772,2.05,57,100
1/30/2020,2608,0,1.862627569,3,10.44860515
1/30/2020,2609,0,1.835564335,213,188.1352091
1/30/2020,2610,0,1.818574844,119.5,201.1235013
1/30/2020,2612,0,1.633163985,74.5,142.9716829
1/30/2020,7504,7773,1.87,26,50
1/30/2020,7504,7773,2.11,55,94
1/30/2020,2607,0,1.600516107,30,61.76105916
1/31/2020,2607,0,1.636977608,122.5,231.4894542
1/31/2020,2609,0,1.880197422,163,226.2309612
1/31/2020,2611,0,1.534853342,13.5,35.04493135
1/31/2020,2606,0,1.798649626,137,231.8460938
1/31/2020,2604,0,2.075577969,107.5,153.9012915
1/31/2020,2603,0,1.653939895,82,148.4437075
1/31/2020,2602,0,1.774439887,112.5,190.6895395
1/31/2020,2612,0,1.788507014,133.5,227.7908204
1/31/2020,2600,0,2.090868245,121.5,192.5665718
1/31/2020,2610,0,1.775700187,139,240.4262327
1/31/2020,7504,7773,1.8,25,50
1/31/2020,7504,7773,1.95,51,94
1/31/2020,7505,7772,2.02,56,100
1/31/2020,7505,7772,1.98,11,20
1/31/2020,7505,7772,1.65,22,48
1/31/2020,2601,0,1.981054404,156.5,229.6602653
2/1/2020,2606,0,1.866333359,92,166.8885832
2/1/2020,2607,0,1.206642327,10.5,27.17567276
2/1/2020,2610,0,1.824994726,99,161.8955766
2/1/2020,2612,0,1.828634787,98.5,161.5489665
2/1/2020,2602,0,1.869460928,128,212.334472
2/2/2020,2600,0,1.971543027,100.5,176.8147767
2/2/2020,2610,0,1.662565565,37.5,76.04436342
2/2/2020,2601,0,1.913936826,98.5,157.7903543
2/2/2020,2602,0,1.067945294,5,14.32203137
2/2/2020,2603,0,1.810294772,116.5,193.8056749
2/2/2020,2609,0,1.852277068,174,199.2210056
2/2/2020,2612,0,1.685879573,92,170.7229654
2/3/2020,2610,0,1.760960948,133.5,229.8258234
2/3/2020,2601,0,1.914022313,162,227.1572579
2/3/2020,2602,0,2.00082359,136.5,203.8736292
2/3/2020,2612,0,1.769980548,119,203.6916905
2/3/2020,2603,0,1.849869803,127,208.1606605
2/3/2020,2606,0,1.716852684,117.5,205.6711057
2/3/2020,2600,0,1.889613652,138,232.2436968
2/3/2020,2607,0,1.882899053,84,140.3187386
2/3/2020,2609,0,1.819271153,144.5,174.9989437
2/3/2020,2604,0,2.028852317,155,224.9971603
2/4/2020,7504,7773,1.8,25,50
2/4/2020,7501,7774,1.8,37,74
2/4/2020,7501,7774,1.85,53,103
2/4/2020,7502,7772,1.62,9,20
2/4/2020,7502,7772,2.34,65,100
2/4/2020,7504,7773,2.18,57,94
2/4/2020,2603,0,1.895454628,117.5,175.3540573
2/4/2020,2607,0,1.893007081,154,236.2189314
2/4/2020,2600,0,2.041053098,149.5,229.5502702
2/4/2020,2601,0,2.111278429,169,227.773975
2/4/2020,2602,0,2.182142327,101.5,136.8038829
2/4/2020,2609,0,1.969553183,128,191.5351783
2/4/2020,2610,0,1.978511631,138.5,213.2691861
2/4/2020,2612,0,1.915740828,144,220.2714709
2/4/2020,2604,0,2.047983855,136,201.7607361
2/4/2020,2606,0,1.738421037,98,174.0413361
2/5/2020,2609,0,1.973979683,167.5,230.9724583
2/5/2020,2612,0,1.738302818,105.5,172.5225185
2/5/2020,2610,0,2.010666113,141.5,212.5891326
2/5/2020,2603,0,1.944568204,107.5,171.0603824
2/5/2020,2607,0,1.88450831,144,221.6805295
2/5/2020,2606,0,1.73974114,132.5,234.2600463
2/5/2020,2602,0,1.69512412,87,163.4018457
2/5/2020,2601,0,2.183109304,65.5,97.42290026
2/5/2020,2600,0,2.120258855,129,205.2235532
2/5/2020,2604,0,1.8960611,105.5,170.4825072
2/6/2020,2604,0,1.802837569,80.5,134.6573511
2/6/2020,2609,0,1.953492151,125.5,167.2203084
2/6/2020,2600,0,1.928571137,139,220.5170902
2/6/2020,2601,0,2.01026059,162.5,228.1581812
2/6/2020,2602,0,1.754859152,116.5,208.0455515
2/6/2020,2603,0,1.774412577,111,192.5703889
2/6/2020,2606,0,1.964360035,129.5,203.3623638
2/6/2020,2612,0,2.045069564,112.5,171.4332051
2/6/2020,2610,0,1.875632014,120,195.8690816
2/6/2020,7504,7773,1.8,25,50
2/6/2020,7501,7774,1.65,34,74
2/6/2020,7501,7774,2.03,58,103
2/6/2020,7502,7772,2.48,69,100
2/6/2020,7504,7773,1.88,49,94
2/6/2020,2607,0,1.796048091,99.5,165.7321218
2/7/2020,7502,7772,1.76,24,49
2/7/2020,2610,0,1.78754508,141.5,232.3441655
2/7/2020,2600,0,2.090294969,125.5,192.7525563
2/7/2020,7502,7772,2.16,12,20
2/7/2020,2602,0,1.994808071,131.5,209.6657147
2/7/2020,2603,0,1.741035852,107,190.2131944
2/7/2020,2604,0,1.798642326,83.5,143.0520759
2/7/2020,2601,0,1.893856245,148,223.3176996
2/7/2020,2607,0,1.701926925,135.5,228.220321
2/7/2020,2609,0,1.930825474,220,231.4070516
2/7/2020,2605,0,1.780074882,19.5,35.67913386
2/7/2020,2612,0,1.614276106,80,160.132408
2/7/2020,7505,7773,1.8,25,50
2/7/2020,7505,7773,1.91,50,94
2/7/2020,7502,7772,2.12,59,100
2/7/2020,2606,0,2.013227686,137.5,206.1562867
2/8/2020,2610,0,1.96786143,128.5,196.1971275
2/8/2020,2607,0,1.715597112,82.5,146.9449664
2/8/2020,2609,0,1.802785572,195.5,181.6796981
2/8/2020,2600,0,2.02226964,30,51.60798437
2/8/2020,2603,0,1.321021663,12,27.75760613
2/9/2020,2612,0,1.820629485,93,166.931377
2/9/2020,2610,0,1.916187081,94.5,161.3331146
2/9/2020,2606,0,1.675119219,110,203.3027059
2/10/2020,7504,7774,1.61,46,103
2/10/2020,2606,0,1.769010468,114.5,204.7034692
2/10/2020,2600,0,1.758276417,127,230.3201056
2/10/2020,2601,0,2.025688472,133,193.6720801
2/10/2020,2603,0,1.815535437,43,82.85363477
2/10/2020,2604,0,1.726758338,60.5,110.8091247
2/10/2020,2602,0,1.598117424,79.5,157.1253815
2/10/2020,7504,7774,1.7,35,74
2/10/2020,7502,7772,1.65,22,48
2/10/2020,2605,0,1.888782833,67,99.03268972
2/10/2020,7502,7772,1.94,54,100
2/10/2020,2612,0,1.587338344,115,219.729281
2/10/2020,2610,0,1.69195223,132,231.6968902
2/10/2020,2609,0,1.945773617,224.5,206.2620902
2/10/2020,7502,7772,2.52,14,20
2/10/2020,7505,7773,1.66,23,50
2/10/2020,7505,7773,1.8,47,94
2/10/2020,2607,0,1.895792529,132.5,215.4107761
2/11/2020,7504,7774,1.75,36,74
2/11/2020,7504,7774,1.64,47,103
2/11/2020,7502,7772,2.05,57,100
2/11/2020,7502,7772,1.98,11,20
2/11/2020,7502,7772,1.73,23,48
2/11/2020,2600,0,2.088266263,124,193.6787598
2/11/2020,2601,0,1.870466607,123.5,189.5182136
2/11/2020,2603,0,1.726379252,79.5,143.8492873
2/11/2020,7505,7773,1.69,44,94
2/11/2020,2602,0,1.744605615,132.5,230.8374779
2/11/2020,2605,0,2.00723619,104,135.8451487
2/11/2020,2606,0,1.718194699,130,234.3874709
2/11/2020,2607,0,1.985303248,141,208.23242
2/11/2020,2609,0,1.697411653,23.5,111.9731659
2/11/2020,2610,0,1.856839424,143.5,230.2708433
2/11/2020,2612,0,1.727300291,119.5,213.7299794
2/11/2020,7505,7773,1.58,22,50
2/11/2020,2604,0,1.873419589,123.5,201.9194964
2/12/2020,7505,7773,1.58,22,50
2/12/2020,7505,7773,1.72,45,94
2/12/2020,7502,7772,2.2,61,100
2/12/2020,2600,0,2.157214521,100,149.6820816
2/12/2020,7502,7772,1.95,26,48
2/12/2020,7504,7774,1.71,49,103
2/12/2020,2602,0,1.7111015,128.5,232.2064705
2/12/2020,7502,7772,1.62,9,20
2/12/2020,7504,7774,1.75,36,74
2/12/2020,2601,0,1.887376133,137.5,202.0139883
2/12/2020,2604,0,1.771176321,104.5,187.3216665
2/12/2020,2606,0,1.769956817,131,220.5339567
2/12/2020,2607,0,1.521207434,69.5,146.8788117
2/12/2020,2609,0,1.731204207,156,222.8505155
2/12/2020,2610,0,1.772395898,141,233.9005582
2/12/2020,2612,0,1.851983169,124,210.5454148
2/12/2020,2605,0,2.224524468,104.5,124.4513292
2/12/2020,2603,0,1.874799429,136,221.3902824
2/13/2020,2600,0,1.93831867,129.5,216.7064717
2/13/2020,2606,0,1.987343707,138.5,208.9262175
2/13/2020,2601,0,2.085458953,150,209.2312147
2/13/2020,2603,0,1.765419505,119,204.1266504
2/13/2020,2604,0,1.731144147,77.5,142.8439165
2/13/2020,2602,0,1.527252242,76,164.2117347
2/13/2020,2611,0,2.267145237,14.5,20.00193868
2/13/2020,2607,0,1.624323236,61,115.4798539
2/13/2020,2609,0,1.599583034,145,196.8503937
2/13/2020,2610,0,1.820206123,140,231.872179
2/13/2020,2612,0,1.708503825,106.5,193.6068361
2/13/2020,2605,0,2.325364453,54.5,74.80377098
2/14/2020,2600,0,2.244909958,107,145.2320076
2/14/2020,2606,0,1.765532676,113.5,180.4963174
2/14/2020,2601,0,2.14420928,146.5,202.1245613
2/14/2020,2602,0,1.674756823,50.5,102.2290387
2/14/2020,2603,0,1.966663116,91.5,137.1259408
2/14/2020,2607,0,1.918844765,115.5,179.6663734
2/14/2020,2609,0,2.171020364,174.5,170.7615028
2/14/2020,2610,0,1.905973329,152.5,232.017381
2/14/2020,2612,0,1.625380155,66.5,125.2139319
2/14/2020,2604,0,1.74612798,58.5,114.271057
2/15/2020,2603,0,1.857641367,31.5,58.29083154
2/15/2020,2612,0,1.907793391,90,143.6939772
2/15/2020,2606,0,1.804944979,94.5,163.777912
2/15/2020,2607,0,1.742023094,81.5,144.8425632
2/17/2020,2611,0,1.824927474,13,18.36151873
2/17/2020,2601,0,1.395128016,48,107.6788928
2/18/2020,2612,0,1.841987018,111,193.2606888
2/18/2020,2611,0,1.653050717,40,73.54469863
2/18/2020,2603,0,1.872981811,131,214.3047105
2/18/2020,2601,0,1.955141314,97.5,144.4457431
2/18/2020,2610,0,1.725284602,67,126.8082088
2/18/2020,2609,0,1.650121607,138,151.1606592
2/18/2020,2607,0,1.802319567,104.5,169.3050087
2/18/2020,2606,0,1.71575215,91.5,172.0405084
2/18/2020,2605,0,1.946248834,69.5,121.5805943
2/18/2020,2604,0,2.000967664,127.5,205.9687332
2/18/2020,2602,0,1.755075272,137.5,235.5490312
2/18/2020,2600,0,2.042261064,129,201.2745566
2/19/2020,2611,0,1.688437369,147,242.5758126
2/19/2020,2600,0,1.759267031,132.5,230.7531392
2/19/2020,2601,0,1.655727292,44,86.45742613
2/19/2020,2602,0,1.700978137,83.5,157.0239054
2/19/2020,2606,0,1.700735226,130,231.1407629
2/19/2020,2603,0,1.865841794,112,169.2893129
2/19/2020,2605,0,1.565066901,62.5,121.3701918
2/19/2020,2607,0,1.853377776,128,214.2634142
2/19/2020,2612,0,1.626207691,85.5,167.4129335
2/19/2020,2610,0,1.725529849,117.5,203.9015089
2/19/2020,2609,0,1.511089958,61.5,74.55337081
2/19/2020,2604,0,2.030242127,126,194.1408021
2/20/2020,2606,0,1.836220013,120.5,211.9714617
2/20/2020,2600,0,1.911310453,125,207.8222768
2/20/2020,2601,0,1.932031922,147,227.5949455
2/20/2020,2602,0,1.573022347,76.5,151.7433687
2/20/2020,2603,0,1.807283302,55,95.90864352
2/20/2020,2604,0,1.906137605,108,169.5069544
2/20/2020,2605,0,1.886787244,120.5,162.6376959
2/20/2020,2609,0,1.940109349,223.5,204.4301715
2/20/2020,2610,0,1.762449732,152,257.3004901
2/20/2020,2611,0,1.714887611,77,133.3902087
2/20/2020,2612,0,1.883243096,93.5,158.6146529
2/20/2020,2607,0,1.984365795,110,159.9347312
2/21/2020,2607,0,1.746415024,130,231.9272822
2/21/2020,2609,0,1.821654243,148,152.3726438
2/21/2020,2611,0,1.659068408,109,192.9995824
2/21/2020,2606,0,1.862196962,127,205.6427961
2/21/2020,2605,0,2.293937916,148.5,168.6235261
2/21/2020,2612,0,1.731580547,105.5,189.1391772
2/21/2020,2603,0,1.796400285,151,232.1007814
2/21/2020,2604,0,1.744550006,97,173.9968628
2/21/2020,2600,0,1.597075689,74,155.3413415
2/21/2020,2610,0,1.566164888,50,109.6171235
2/21/2020,2601,0,1.938545895,139,208.932242
2/21/2020,2602,0,1.557355135,81,171.7871692
2/22/2020,2612,0,1.622164737,90,175.0726134
2/22/2020,2603,0,1.872862351,86,149.2341227
2/22/2020,2610,0,1.753535968,35,63.94530939
2/22/2020,2609,0,1.821868889,225.5,170.3085232
2/22/2020,2611,0,1.447283138,40.5,94.55891966
2/23/2020,2604,0,1.529375275,35.5,75.71097292
2/23/2020,2610,0,1.818782516,119.5,200.4525757
2/24/2020,2600,0,1.890056517,97.5,200.6492645
2/24/2020,2602,0,1.48757788,124.5,250.782238
2/24/2020,2606,0,1.852036594,145,235.451973
2/24/2020,2601,0,1.61692844,108.5,198.2205545
2/24/2020,2604,0,1.515219891,115,223.0883267
2/24/2020,2603,0,1.9414168,133.5,213.6006037
2/24/2020,2607,0,1.938958361,127,205.8111224
2/24/2020,2609,0,1.941099308,175.5,204.2911397
2/24/2020,2610,0,1.744576853,124,201.1229482
2/24/2020,2611,0,1.75762518,105,181.6485413
2/24/2020,2612,0,1.802245174,98,160.4225076
2/24/2020,2605,0,1.514165709,59,126.4621361
2/25/2020,7505,7774,1.51,31,74
2/25/2020,7505,7774,1.82,52,103
2/25/2020,2610,0,1.977357418,139.5,211.7512446
2/25/2020,2609,0,1.662806069,127.5,163.4641195
2/25/2020,2612,0,1.739073144,130.5,231.5676263
2/25/2020,2607,0,2.006834551,108,161.919543
2/25/2020,2606,0,1.776022042,140,235.3350185
2/25/2020,2603,0,2.069306794,132,219.8007387
2/25/2020,2604,0,2.223248343,116.5,153.8853098
2/25/2020,2602,0,1.690275445,97,179.1479732
2/25/2020,2601,0,2.102646483,132,184.1002047
2/25/2020,2600,0,1.900896016,114.5,213.8400926
2/25/2020,7502,7775,2.18,40,66
2/25/2020,2611,0,1.636816014,19.5,39.36697188
2/25/2020,7502,7776,1.96,25,46
2/25/2020,2605,0,1.636812806,91.5,180.5671938
2/26/2020,2606,0,1.959775584,125.5,195.2845383
2/26/2020,2601,0,2.146611603,126,172.685268
2/26/2020,2602,0,1.652877639,91.5,171.9115952
2/26/2020,2600,0,1.795165425,128.5,237.2689804
2/26/2020,2605,0,1.94798159,148,220.5779436
2/26/2020,2603,0,1.778432762,118,191.0911589
2/26/2020,2612,0,1.674134701,118.5,220.1269586
2/26/2020,2609,0,1.548055794,80.5,129.9070491
2/26/2020,2604,0,1.811909452,143.5,226.5301887
2/27/2020,2607,0,1.801974041,121.5,204.198108
2/27/2020,2604,0,1.85930348,77,118.632188
2/27/2020,2603,0,1.810218156,129,212.9532281
2/27/2020,2602,0,1.67646813,108,201.4843004
2/27/2020,2601,0,2.119047769,28.5,44.83670986
2/27/2020,2605,0,1.823622755,161,216.5044391
2/27/2020,2606,0,1.792979768,117,203.2225553
2/27/2020,2600,0,1.788804169,113.5,203.7628748
2/27/2020,2609,0,1.62317426,51.5,101.6004036
2/27/2020,2610,0,1.991416135,141.5,209.2886215
2/27/2020,2612,0,1.844219179,108,192.8239084
2/28/2020,2604,0,1.956444917,146,217.9801211
2/28/2020,2607,0,1.63204218,122.5,235.916274
2/28/2020,2600,0,1.837866478,130.5,234.6785336
2/28/2020,2601,0,1.734555468,79,149.0419388
2/28/2020,2602,0,1.969356162,131,204.6495032
2/28/2020,2603,0,1.895741223,34,63.47617414
2/28/2020,2606,0,1.813434225,135.5,229.5562664
2/28/2020,2608,0,1.448267889,2,40.57553885
2/28/2020,2609,0,1.922369227,167.5,182.8943967
2/28/2020,2610,0,1.894259026,88,152.7583865
2/28/2020,2612,0,2.042744771,124.5,189.3026165
2/28/2020,2605,0,1.790872771,99.5,166.690546
2/29/2020,2609,0,1.739555772,163.5,173.9932544
2/29/2020,2603,0,1.842447817,87.5,145.9983385
2/29/2020,2606,0,1.301104841,5,19.9366947
3/1/2020,2607,0,1.747518137,106.5,189.7605484
3/1/2020,2601,0,1.786270579,81,139.9358993
3/1/2020,2600,0,1.844042518,89.5,160.205997
3/1/2020,2605,0,1.894277368,86.5,149.6444949
3/1/2020,2610,0,1.746868651,99,183.7181174
3/2/2020,2605,0,2.224417186,124,144.3818102
3/2/2020,2612,0,2.045709676,96,152.2751071
3/2/2020,2611,0,1.620168577,58,105.1763949
3/2/2020,2604,0,1.920225483,106,168.5390507
3/2/2020,2610,0,1.853364483,85.5,146.4975791
3/2/2020,2607,0,1.898744474,117,191.7955391
3/2/2020,2609,0,1.974090727,110,147.3550714
3/2/2020,2606,0,1.859281786,107,179.3587946
3/2/2020,2603,0,1.766466664,113.5,189.7822964
3/2/2020,7504,7776/7776,1.8,24,48
3/2/2020,2601,0,1.988284881,133,193.1550291
3/2/2020,2600,0,1.853713791,90,150.6831914
3/2/2020,7502,7774,1.65,34,74
3/2/2020,7502,7774,1.64,47,103
3/2/2020,7504,7776/7777,1.91,35,66
3/2/2020,7505,7773,1.72,45,94
3/2/2020,7505,7773,1.8,25,50
3/2/2020,2602,0,1.699823739,40.5,74.62742583
3/3/2020,2605,0,1.734439676,128.5,223.4358596
3/3/2020,2607,0,1.792161065,106.5,193.4887756
3/3/2020,7502,7774,1.85,38,74
3/3/2020,7505,7773,1.84,48,94
3/3/2020,7504,7776/7777,2.01,38,68
3/3/2020,7504,7776/7776,1.49,19,46
3/3/2020,7505,7773,1.66,23,50
3/3/2020,7502,7774,1.75,50,103
3/3/2020,2600,0,1.857549134,104.5,190.6955318
3/3/2020,2603,0,1.869355218,91.5,147.9780768
3/3/2020,2604,0,1.900683244,120.5,186.8494244
3/3/2020,2606,0,1.869889268,97,155.6187925
3/3/2020,2609,0,1.90491454,141.5,175.9630011
3/3/2020,2610,0,1.920306993,103.5,170.737841
3/3/2020,2611,0,2.166530947,106.5,150.957359
3/3/2020,2612,0,1.714546848,118,224.369208
3/3/2020,2601,0,2.069688631,139.9991096,191.9651799
3/3/2020,2602,0,1.558896424,66.5,134.112887
