Date,coach,block,start_per,end_per,kwh,percent_used,miles_travelled,TAVG,TMAX,TMIN,tempdif,day_of_week,day,month,year
2019-12-03,7501,7771,44,17,1.98,27,49,53,58,47,11,1,3,12,2019
2019-12-03,7503,7772,93,63,2.16,30,50,53,58,47,11,1,3,12,2019
2019-12-03,7503,7772,63,23,2.06,40,70,53,58,47,11,1,3,12,2019
2019-12-05,7503,7772,100,70,2.16,30,50,52,57,48,9,3,5,12,2019
2019-12-05,7503,7772,70,30,2.06,40,70,52,57,48,9,3,5,12,2019
2019-12-05,7501,7773,100,53,1.99,47,85,52,57,48,9,3,5,12,2019
2019-12-06,7504,7774,100,88,1.88,12,23,54,59,50,9,4,6,12,2019
2019-12-06,7504,7774,88,58,2.04,30,53,54,59,50,9,4,6,12,2019
2019-12-06,7504,7774,58,29,1.97,29,53,54,59,50,9,4,6,12,2019
2019-12-09,7501,7771,100,29,2.13,71,120,47,53,44,9,0,9,12,2019
2019-12-09,7504,7774,100,86,2.19,14,23,47,53,44,9,0,9,12,2019
2019-12-09,7504,7774,86,52,2.31,34,53,47,53,44,9,0,9,12,2019
2019-12-09,7504,7774,52,23,1.97,29,53,47,53,44,9,0,9,12,2019
2019-12-11,7501,7771,100,36,2.09,64,110,54,57,47,10,2,11,12,2019
2019-12-11,7501,7771,36,8,2.06,28,49,54,57,47,10,2,11,12,2019
2019-12-11,7502,7772,100,70,2.16,30,50,54,57,47,10,2,11,12,2019
2019-12-11,7502,7772,70,30,1.06,40,70,54,57,47,10,2,11,12,2019
2019-12-11,7504,7774,100,88,1.88,12,23,54,57,47,10,2,11,12,2019
2019-12-11,7504,7774,88,55,2.24,33,53,54,57,47,10,2,11,12,2019
2019-12-11,7504,7774,55,25,2.04,30,53,54,57,47,10,2,11,12,2019
2019-12-12,7501,7771,100,44,1.83,56,110,57,61,52,9,3,12,12,2019
2019-12-12,7501,7771,44,11,2.42,33,49,57,61,52,9,3,12,12,2019
2019-12-12,7502,7772,100,77,1.66,23,50,57,61,52,9,3,12,12,2019
2019-12-12,7502,7772,77,38,2.01,39,70,57,61,52,9,3,12,12,2019
2019-12-12,7504,7774,100,90,1.57,10,23,57,61,52,9,3,12,12,2019
2019-12-12,7504,7774,90,56,2.31,34,53,57,61,52,9,3,12,12,2019
2019-12-12,7504,7774,56,26,2.04,30,53,57,61,52,9,3,12,12,2019
2019-12-13,7501,7771,100,44,1.83,56,110,52,56,49,7,4,13,12,2019
2019-12-13,7501,7771,44,13,2.28,31,49,52,56,49,7,4,13,12,2019
2019-12-13,7502,7772,100,75,1.8,25,50,52,56,49,7,4,13,12,2019
2019-12-13,7502,7772,75,37,1.95,38,70,52,56,49,7,4,13,12,2019
2019-12-13,7504,7774,100,87,2.03,13,23,52,56,49,7,4,13,12,2019
2019-12-13,7504,7774,87,53,2.31,34,53,52,56,49,7,4,13,12,2019
2019-12-13,7504,7774,53,28,1.7,25,53,52,56,49,7,4,13,12,2019
2019-12-16,7504,7772,100,70,2.16,30,50,45,52,40,12,0,16,12,2019
2019-12-16,7504,7772,70,21,2.52,49,70,45,52,40,12,0,16,12,2019
2019-12-16,7501,7774,100,90,1.57,10,23,45,52,40,12,0,16,12,2019
2019-12-16,7501,7774,90,50,2.72,40,53,45,52,40,12,0,16,12,2019
2019-12-16,7501,7774,50,16,2.31,34,53,45,52,40,12,0,16,12,2019
2019-12-18,7504,7772,100,70,2.16,30,50,47,49,45,4,2,18,12,2019
2019-12-18,7504,7772,70,23,2.42,47,70,47,49,45,4,2,18,12,2019
2019-12-18,7502,7774,100,86,2.19,14,23,47,49,45,4,2,18,12,2019
2019-12-18,7502,7774,86,53,2.24,33,53,47,49,45,4,2,18,12,2019
2019-12-18,7502,7774,53,23,2.04,30,53,47,49,45,4,2,18,12,2019
2020-01-06,7505,7771,99,65,2.04,34,60,50,56,44,12,0,6,1,2020
2020-01-06,7504,7774,99,47,1.82,52,103,50,56,44,12,0,6,1,2020
2020-01-06,7504,7774,47,13,1.63,34,75,50,56,44,12,0,6,1,2020
2020-01-07,7505,7773,100,71,2.09,29,50,49,59,42,17,1,7,1,2020
2020-01-07,7505,7773,71,20,1.95,51,94,49,59,42,17,1,7,1,2020
2020-01-07,7504,7774,98,45,1.85,53,103,49,59,42,17,1,7,1,2020
2020-01-07,7504,7774,45,10,1.68,35,75,49,59,42,17,1,7,1,2020
2020-01-08,7505,7773,98,72,1.87,26,50,44,47,41,6,2,8,1,2020
2020-01-08,7505,7773,72,21,1.93,51,95,44,47,41,6,2,8,1,2020
2020-01-08,7502,7774,99,50,1.71,49,103,44,47,41,6,2,8,1,2020
2020-01-08,7502,7774,50,15,1.7,35,74,44,47,41,6,2,8,1,2020
2020-01-09,7505,7773,99,71,2.02,28,50,43,45,41,4,3,9,1,2020
2020-01-09,7505,7773,71,11,2.27,60,95,43,45,41,4,3,9,1,2020
2020-01-10,7505,7773,100,72,2.02,28,50,46,54,40,14,4,10,1,2020
2020-01-10,7505,7773,72,17,2.08,55,95,46,54,40,14,4,10,1,2020
2020-01-24,7502,7773,97,70,1.94,27,50,54,60,48,12,4,24,1,2020
2020-01-24,7502,7773,70,17,2.03,53,94,54,60,48,12,4,24,1,2020
2020-01-30,7504,7773,100,74,1.87,26,50,52,59,49,10,3,30,1,2020
2020-01-30,7504,7773,74,19,2.11,55,94,52,59,49,10,3,30,1,2020
2020-01-30,7505,7772,100,43,2.05,57,100,52,59,49,10,3,30,1,2020
2020-01-30,7505,7772,43,32,1.98,11,20,52,59,49,10,3,30,1,2020
2020-01-30,7505,7772,32,9,1.73,23,48,52,59,49,10,3,30,1,2020
2020-01-31,7504,7773,100,75,1.8,25,50,57,65,51,14,4,31,1,2020
2020-01-31,7504,7773,75,24,1.95,51,94,57,65,51,14,4,31,1,2020
2020-01-31,7505,7772,100,44,2.02,56,100,57,65,51,14,4,31,1,2020
2020-01-31,7505,7772,44,33,1.98,11,20,57,65,51,14,4,31,1,2020
2020-01-31,7505,7772,33,11,1.65,22,48,57,65,51,14,4,31,1,2020
2020-02-04,7504,7773,99,74,1.8,25,50,42,47,37,10,1,4,2,2020
2020-02-04,7504,7773,74,17,2.18,57,94,42,47,37,10,1,4,2,2020
2020-02-04,7502,7772,100,35,2.34,65,100,42,47,37,10,1,4,2,2020
2020-02-04,7502,7772,35,26,1.62,9,20,42,47,37,10,1,4,2,2020
2020-02-04,7501,7774,100,47,1.85,53,103,42,47,37,10,1,4,2,2020
2020-02-04,7501,7774,47,10,1.8,37,74,42,47,37,10,1,4,2,2020
2020-02-06,7504,7773,94,69,1.8,25,50,56,65,48,17,3,6,2,2020
2020-02-06,7504,7773,69,20,1.88,49,94,56,65,48,17,3,6,2,2020
2020-02-06,7502,7772,97,28,2.48,69,100,56,65,48,17,3,6,2,2020
2020-02-06,7501,7774,100,42,2.03,58,103,56,65,48,17,3,6,2,2020
2020-02-06,7501,7774,42,8,1.65,34,74,56,65,48,17,3,6,2,2020
2020-02-07,7505,7773,100,75,1.8,25,50,58,65,52,13,4,7,2,2020
2020-02-07,7505,7773,75,25,1.91,50,94,58,65,52,13,4,7,2,2020
2020-02-07,7502,7772,100,41,2.12,59,100,58,65,52,13,4,7,2,2020
2020-02-07,7502,7772,41,29,2.16,12,20,58,65,52,13,4,7,2,2020
2020-02-07,7502,7772,29,5,1.76,24,49,58,65,52,13,4,7,2,2020
2020-02-10,7505,7773,99,76,1.66,23,50,56,63,48,15,0,10,2,2020
2020-02-10,7505,7773,76,29,1.8,47,94,56,63,48,15,0,10,2,2020
2020-02-10,7502,7772,99,45,1.94,54,100,56,63,48,15,0,10,2,2020
2020-02-10,7502,7772,45,31,2.52,14,20,56,63,48,15,0,10,2,2020
2020-02-10,7502,7772,31,9,1.65,22,48,56,63,48,15,0,10,2,2020
2020-02-10,7504,7774,100,54,1.61,46,103,56,63,48,15,0,10,2,2020
2020-02-10,7504,7774,54,19,1.7,35,74,56,63,48,15,0,10,2,2020
2020-02-11,7505,7773,100,78,1.58,22,50,58,63,53,10,1,11,2,2020
2020-02-11,7505,7773,78,34,1.69,44,94,58,63,53,10,1,11,2,2020
2020-02-11,7502,7772,100,43,2.05,57,100,58,63,53,10,1,11,2,2020
2020-02-11,7502,7772,43,32,1.98,11,20,58,63,53,10,1,11,2,2020
2020-02-11,7502,7772,32,9,1.73,23,48,58,63,53,10,1,11,2,2020
2020-02-11,7504,7774,100,53,1.64,47,103,58,63,53,10,1,11,2,2020
2020-02-11,7504,7774,53,17,1.75,36,74,58,63,53,10,1,11,2,2020
2020-02-12,7505,7773,100,78,1.58,22,50,58,63,52,11,2,12,2,2020
2020-02-12,7505,7773,78,33,1.72,45,94,58,63,52,11,2,12,2,2020
2020-02-12,7502,7772,100,39,2.2,61,100,58,63,52,11,2,12,2,2020
2020-02-12,7502,7772,39,30,1.62,9,20,58,63,52,11,2,12,2,2020
2020-02-12,7502,7772,30,4,1.95,26,48,58,63,52,11,2,12,2,2020
2020-02-12,7504,7774,100,51,1.71,49,103,58,63,52,11,2,12,2,2020
2020-02-12,7504,7774,51,15,1.75,36,74,58,63,52,11,2,12,2,2020
2020-02-25,7502,7776,100,75,1.96,25,46,62,70,55,15,1,25,2,2020
2020-02-25,7502,7775,75,35,2.18,40,66,62,70,55,15,1,25,2,2020
2020-02-25,7505,7774,99,47,1.82,52,103,62,70,55,15,1,25,2,2020
2020-02-25,7505,7774,47,16,1.51,31,74,62,70,55,15,1,25,2,2020
2020-03-02,7505,7773,100,75,1.8,25,50,53,61,44,17,0,2,3,2020
2020-03-02,7505,7773,75,30,1.72,45,94,53,61,44,17,0,2,3,2020
2020-03-02,7504,7776/7776,98,74,1.8,24,48,53,61,44,17,0,2,3,2020
2020-03-02,7504,7776/7777,72,37,1.91,35,66,53,61,44,17,0,2,3,2020
2020-03-02,7502,7774,100,53,1.64,47,103,53,61,44,17,0,2,3,2020
2020-03-02,7502,7774,53,19,1.65,34,74,53,61,44,17,0,2,3,2020
2020-03-03,7505,7773,100,77,1.66,23,50,61,70,52,18,1,3,3,2020
2020-03-03,7505,7773,77,29,1.84,48,94,61,70,52,18,1,3,3,2020
2020-03-03,7504,7776/7776,99,80,1.49,19,46,61,70,52,18,1,3,3,2020
2020-03-03,7504,7776/7777,80,42,2.01,38,68,61,70,52,18,1,3,3,2020
2020-03-03,7502,7774,100,50,1.75,50,103,61,70,52,18,1,3,3,2020
2020-03-03,7502,7774,50,12,1.85,38,74,61,70,52,18,1,3,3,2020
2020-03-05,7505,7773,100,77,1.66,23,50,55,62,46,16,3,5,3,2020
2020-03-05,7502,7776/7776,97,74,1.73,23,48,55,62,46,16,3,5,3,2020
2020-03-05,7502,7776/7777,74,39,1.91,35,66,55,62,46,16,3,5,3,2020
2020-03-10,7505,7773,100,78,1.58,22,50,56,62,49,13,1,10,3,2020
2020-03-10,7505,7773,78,29,1.88,49,94,56,62,49,13,1,10,3,2020
2020-03-10,7504,7776/7776,100,77,1.73,23,48,56,62,49,13,1,10,3,2020
2020-03-10,7504,7776/7777,77,43,1.85,34,66,56,62,49,13,1,10,3,2020
2020-03-10,7502,7774,100,54,1.61,46,103,56,62,49,13,1,10,3,2020
2020-03-10,7502,7774,54,14,1.95,40,74,56,62,49,13,1,10,3,2020
2020-03-11,7505,7773,100,81,1.37,19,50,56,63,49,14,2,11,3,2020
2020-03-11,7505,7773,81,34,1.8,47,94,56,63,49,14,2,11,3,2020
2020-03-11,7504,7776/7776,100,78,1.65,22,48,56,63,49,14,2,11,3,2020
2020-03-11,7504,7776/7777,78,42,1.96,36,66,56,63,49,14,2,11,3,2020
2020-03-11,7502,7774,100,54,1.61,46,103,56,63,49,14,2,11,3,2020
2020-03-11,7502,7774,54,15,1.9,39,74,56,63,49,14,2,11,3,2020
2020-03-12,7505,7773,98,73,1.8,25,50,59,66,51,15,3,12,3,2020
2020-03-12,7505,7773,73,22,1.95,51,94,59,66,51,15,3,12,3,2020
2020-03-12,7504,7776/7776,99,74,1.88,25,48,59,66,51,15,3,12,3,2020
2020-03-12,7504,7776/7777,74,38,1.96,36,66,59,66,51,15,3,12,3,2020
2020-03-12,7502,7774,96,48,1.68,48,103,59,66,51,15,3,12,3,2020
2020-03-12,7502,7774,48,8,1.95,40,74,59,66,51,15,3,12,3,2020
2020-03-13,7505,7773,99,79,1.44,20,50,52,57,44,13,4,13,3,2020
2020-03-13,7505,7773,79,34,1.72,45,94,52,57,44,13,4,13,3,2020
2020-03-13,7504,7776/7776,100,84,1.25,16,46,52,57,44,13,4,13,3,2020
2020-03-13,7504,7776/7777,84,56,1.53,28,66,52,57,44,13,4,13,3,2020
2020-03-13,7502,7774,100,57,1.5,43,103,52,57,44,13,4,13,3,2020
2020-03-13,7502,7774,57,20,1.8,37,74,52,57,44,13,4,13,3,2020
2020-03-16,7505,7773,100,73,1.94,27,50,39,47,35,12,0,16,3,2020
2020-03-16,7505,7773,73,21,1.99,52,94,39,47,35,12,0,16,3,2020
2020-03-16,7504,7776/7776,100,77,1.8,23,46,39,47,35,12,0,16,3,2020
2020-03-16,7504,7776/7777,77,33,2.4,44,66,39,47,35,12,0,16,3,2020
2020-03-16,7502,7774,100,50,1.75,50,103,39,47,35,12,0,16,3,2020
2020-03-16,7502,7774,50,5,2.19,45,74,39,47,35,12,0,16,3,2020
2020-03-17,7505,7773,100,63,2.66,37,50,40,47,36,11,1,17,3,2020
2020-03-17,7505,7773,63,5,2.22,58,94,40,47,36,11,1,17,3,2020
2020-03-17,7502,7776/7776,99,77,1.72,22,46,40,47,36,11,1,17,3,2020
2020-03-17,7502,7776/7777,77,37,2.18,40,66,40,47,36,11,1,17,3,2020
2020-03-17,7504,7774,100,51,1.71,49,103,40,47,36,11,1,17,3,2020
2020-03-17,7504,7774,51,10,1.99,41,74,40,47,36,11,1,17,3,2020
2020-03-18,7505,7773,100,77,1.66,23,50,42,46,39,7,2,18,3,2020
2020-03-18,7505,7773,77,24,2.03,53,94,42,46,39,7,2,18,3,2020
2020-03-18,7504,7774,100,50,1.75,50,103,42,46,39,7,2,18,3,2020
2020-03-18,7504,7774,50,12,1.85,38,74,42,46,39,7,2,18,3,2020
2020-03-19,7505,7773,100,75,1.8,25,50,44,50,40,10,3,19,3,2020
2020-03-19,7502,7774,100,54,1.61,46,103,44,50,40,10,3,19,3,2020
2020-03-19,7502,7774,54,17,1.8,37,74,44,50,40,10,3,19,3,2020
2020-03-20,7504,7776/7776,97,78,1.49,19,46,47,55,41,14,4,20,3,2020
2020-03-20,7504,7776/7777,78,47,1.69,31,66,47,55,41,14,4,20,3,2020
2020-03-20,7502,7774,100,56,1.54,44,103,47,55,41,14,4,20,3,2020
2020-03-20,7502,7774,56,21,1.7,35,74,47,55,41,14,4,20,3,2020
2020-03-23,7505,7773,100,80,1.44,20,50,45,47,42,5,0,23,3,2020
2020-03-23,7505,7773,80,35,1.72,45,94,45,47,42,5,0,23,3,2020
2020-03-23,7504,7776/7776,99,82,1.33,17,46,45,47,42,5,0,23,3,2020
2020-03-23,7504,7776/7777,82,46,1.96,36,66,45,47,42,5,0,23,3,2020
2020-03-24,7504,7772,100,59,1.48,41,100,43,49,39,10,1,24,3,2020
2020-03-24,7504,7772,59,48,1.65,11,24,43,49,39,10,1,24,3,2020
2020-03-24,7502,7774,100,55,1.57,45,103,43,49,39,10,1,24,3,2020
2020-03-24,7502,7774,55,17,1.85,38,74,43,49,39,10,1,24,3,2020
2020-03-25,7504,7776/7776,100,75,1.96,25,46,41,47,35,12,2,25,3,2020
2020-03-25,7502,7774,100,54,1.61,46,103,41,47,35,12,2,25,3,2020
2020-03-25,7502,7774,54,20,1.65,34,74,41,47,35,12,2,25,3,2020
2020-03-26,7502,7774,100,47,1.85,53,103,42,51,36,15,3,26,3,2020
2020-03-26,7502,7774,47,13,1.65,34,74,42,51,36,15,3,26,3,2020
2020-06-15,7501,9882,85,36,2,49,88,62,71,50,21,0,15,6,2020
2020-06-15,7505,9883,100,58,1.72,42,88,62,71,50,21,0,15,6,2020
2020-06-16,7503,9882,96,50,1.93,46,86,57,67,47,20,1,16,6,2020
2020-06-16,7505,9983,99,59,1.67,40,86,57,67,47,20,1,16,6,2020
2020-06-17,7503,9982,100,73,1.57,27,62,69,81,55,26,2,17,6,2020
2020-06-17,7503,9982,73,35,2.21,38,62,69,81,55,26,2,17,6,2020
2020-06-17,7505,9983,100,75,1.43,25,63,69,81,55,26,2,17,6,2020
2020-06-17,7505,9983,75,46,2.43,29,43,69,81,55,26,2,17,6,2020
2020-06-18,7505,9983,100,73,1.54,27,63,76,86,68,18,3,18,6,2020
2020-06-18,7505,9983,73,44,2.43,29,43,76,86,68,18,3,18,6,2020
2020-06-19,7505,9982,100,74,1.49,26,63,75,83,68,15,4,19,6,2020
2020-06-19,7505,9982,74,39,2,35,63,75,83,68,15,4,19,6,2020
2020-06-22,7505,9982,98,67,1.77,31,63,75,88,66,22,0,22,6,2020
2020-06-22,7505,9982,67,34,1.86,33,64,75,88,66,22,0,22,6,2020
2020-06-29,7505,9982,100,68,1.83,32,63,67,75,59,16,0,29,6,2020
2020-06-29,7505,9982,68,30,2.14,38,64,67,75,59,16,0,29,6,2020
2020-06-30,7506,9983,90,59,1.77,31,63,74,85,64,21,1,30,6,2020
2020-06-30,7507,9984,59,25,1.91,34,64,74,85,64,21,1,30,6,2020
2020-07-01,7503,9982,99,68,1.77,31,63,69,79,57,22,2,1,7,2020
2020-07-01,7503,9982,68,34,1.91,34,64,69,79,57,22,2,1,7,2020
2020-07-02,7505,9982,100,70,1.71,30,63,65,74,55,19,3,2,7,2020
2020-07-02,7505,9982,70,33,2.08,37,64,65,74,55,19,3,2,7,2020
2020-07-03,7505,9982,100,72,1.6,28,63,69,79,60,19,4,3,7,2020
2020-07-03,7505,9982,72,37,1.97,35,64,69,79,60,19,4,3,7,2020
2020-07-06,7505,9984,100,66,1.49,34,82,65,73,55,18,0,6,7,2020
2020-07-06,7505,9984,66,34,1.8,32,64,65,73,55,18,0,6,7,2020
2020-07-06,7501,9985,100,58,1.76,42,86,65,73,55,18,0,6,7,2020
2020-07-06,7502,9986,100,72,1.6,28,63,65,73,55,18,0,6,7,2020
2020-07-06,7502,9986,72,28,1.91,44,83,65,73,55,18,0,6,7,2020
2020-07-07,7501,9984,91,56,1.54,35,82,66,78,50,28,1,7,7,2020
2020-07-07,7501,9984,56,15,2.31,41,64,66,78,50,28,1,7,7,2020
2020-07-07,7502,9985,100,75,1.43,25,63,66,78,50,28,1,7,7,2020
2020-07-07,7502,9985,75,30,1.95,45,83,66,78,50,28,1,7,7,2020
2020-07-07,7505,9987,100,74,1.49,26,63,66,78,50,28,1,7,7,2020
2020-07-07,7505,9987,74,27,2.04,47,83,66,78,50,28,1,7,7,2020
2020-07-09,7501,9984,100,60,1.76,40,82,75,84,66,18,3,9,7,2020
2020-07-09,7501,9984,60,25,1.97,35,64,75,84,66,18,3,9,7,2020
2020-07-09,7502,9985,100,69,1.77,31,63,75,84,66,18,3,9,7,2020
2020-07-09,7502,9985,69,20,2.13,49,83,75,84,66,18,3,9,7,2020
2020-07-09,7505,9987,100,91,1.41,9,23,75,84,66,18,3,9,7,2020
2020-07-09,7505,9987,91,40,2.21,51,83,75,84,66,18,3,9,7,2020
2020-07-13,7501,9984,100,59,1.8,41,82,72,84,62,22,0,13,7,2020
2020-07-13,7501,9984,59,18,2.31,41,64,72,84,62,22,0,13,7,2020
2020-07-13,7502,9985,98,68,1.71,30,63,72,84,62,22,0,13,7,2020
2020-07-13,7502,9985,68,25,1.87,43,83,72,84,62,22,0,13,7,2020
2020-07-13,7505,9987,100,74,1.49,26,63,72,84,62,22,0,13,7,2020
2020-07-13,7505,9987,74,32,1.82,42,83,72,84,62,22,0,13,7,2020
2020-07-14,7501,9984,100,65,1.54,35,82,68,79,60,19,1,14,7,2020
2020-07-14,7501,9984,65,27,2.14,38,64,68,79,60,19,1,14,7,2020
2020-07-14,7502,9985,100,70,1.71,30,63,68,79,60,19,1,14,7,2020
2020-07-14,7502,9985,70,20,2.17,50,83,68,79,60,19,1,14,7,2020
2020-07-14,7505,9987,100,67,1.89,33,63,68,79,60,19,1,14,7,2020
2020-07-14,7505,9987,67,20,2.04,47,83,68,79,60,19,1,14,7,2020
2020-07-15,7501,9984,100,65,1.54,35,82,69,80,57,23,2,15,7,2020
2020-07-15,7501,9984,65,25,2.25,40,64,69,80,57,23,2,15,7,2020
2020-07-15,7502,9985,99,67,1.83,32,63,69,80,57,23,2,15,7,2020
2020-07-15,7502,9985,67,21,2,46,83,69,80,57,23,2,15,7,2020
2020-07-15,7505,9987,100,67,1.89,33,63,69,80,57,23,2,15,7,2020
2020-07-15,7505,9987,67,20,2.04,47,83,69,80,57,23,2,15,7,2020
2020-07-16,7502,9984,100,62,1.65,38,83,72,81,65,16,3,16,7,2020
2020-07-16,7502,9984,62,25,2.11,37,63,72,81,65,16,3,16,7,2020
2020-07-16,7505,9987,100,75,1.43,25,63,72,81,65,16,3,16,7,2020
2020-07-16,7505,9987,75,28,2.04,47,83,72,81,65,16,3,16,7,2020
2020-07-17,7502,9984,100,65,1.54,35,82,73,82,63,19,4,17,7,2020
2020-07-17,7502,9984,65,32,1.92,33,62,73,82,63,19,4,17,7,2020
2020-07-17,7505,9987,100,75,1.43,25,63,73,82,63,19,4,17,7,2020
2020-07-17,7505,9987,75,31,1.91,44,83,73,82,63,19,4,17,7,2020
2020-07-21,7502,9984,100,66,1.49,34,82,72,81,60,21,1,21,7,2020
2020-07-21,7502,9984,66,28,2.14,38,64,72,81,60,21,1,21,7,2020
2020-07-21,7505,9987,100,72,1.6,28,63,72,81,60,21,1,21,7,2020
2020-07-21,7505,9987,72,27,1.95,45,83,72,81,60,21,1,21,7,2020
2020-07-21,7505,9987,100,72,1.6,28,63,72,81,60,21,1,21,7,2020
2020-07-21,7505,9987,72,27,1.95,45,83,72,81,60,21,1,21,7,2020
2020-07-22,7502,9984,100,63,1.62,37,82,64,78,52,26,2,22,7,2020
2020-07-22,7502,9984,63,28,1.97,35,64,64,78,52,26,2,22,7,2020
2020-07-22,7504,9985,100,72,1.6,28,63,64,78,52,26,2,22,7,2020
2020-07-22,7504,9985,72,29,1.87,43,83,64,78,52,26,2,22,7,2020
2020-07-22,7505,9987,100,73,1.54,27,63,64,78,52,26,2,22,7,2020
2020-07-22,7505,9987,73,29,1.91,44,83,64,78,52,26,2,22,7,2020
2020-07-23,7505,9984,100,69,1.36,31,82,66,79,50,29,3,23,7,2020
2020-07-23,7505,9984,69,34,1.97,35,64,66,79,50,29,3,23,7,2020
2020-07-23,7502,9985,100,74,1.49,26,63,66,79,50,29,3,23,7,2020
2020-07-23,7502,9985,74,30,1.91,44,83,66,79,50,29,3,23,7,2020
2020-07-23,7504,9987,100,71,1.66,29,63,66,79,50,29,3,23,7,2020
2020-07-23,7504,9987,71,20,2.21,51,83,66,79,50,29,3,23,7,2020
2020-07-24,7505,9984,100,65,1.54,35,82,68,77,60,17,4,24,7,2020
2020-07-24,7505,9984,65,30,1.97,35,64,68,77,60,17,4,24,7,2020
2020-07-24,7504,9987,100,71,1.66,29,63,68,77,60,17,4,24,7,2020
2020-07-24,7504,9987,71,26,1.95,45,83,68,77,60,17,4,24,7,2020
2020-07-27,7504,9984,100,65,1.54,35,82,74,82,67,15,0,27,7,2020
2020-07-27,7504,9984,65,30,1.97,35,64,74,82,67,15,0,27,7,2020
2020-07-27,7505,9987,100,72,1.6,28,63,74,82,67,15,0,27,7,2020
2020-07-27,7505,9987,72,33,1.69,39,83,74,82,67,15,0,27,7,2020
2020-07-28,7504,9984,100,66,1.49,34,82,76,83,68,15,1,28,7,2020
2020-07-28,7504,9984,66,33,1.86,33,64,76,83,68,15,1,28,7,2020
2020-07-28,7505,9987,100,75,1.43,25,63,76,83,68,15,1,28,7,2020
2020-07-28,7505,9987,75,28,2.04,47,83,76,83,68,15,1,28,7,2020
2020-07-29,7504,9984,100,68,1.4,32,82,76,82,68,14,2,29,7,2020
2020-07-29,7504,9984,68,25,2.42,43,64,76,82,68,14,2,29,7,2020
2020-07-29,7505,9987,100,75,1.43,25,63,76,82,68,14,2,29,7,2020
2020-07-29,7505,9987,75,35,1.73,40,83,76,82,68,14,2,29,7,2020
2020-07-30,7504,9984,100,64,1.58,36,82,72,80,59,21,3,30,7,2020
2020-07-30,7504,9984,64,30,1.91,34,64,72,80,59,21,3,30,7,2020
2020-07-30,7505,9987,100,76,1.37,24,63,72,80,59,21,3,30,7,2020
2020-07-30,7505,9987,76,33,1.87,43,83,72,80,59,21,3,30,7,2020
2020-07-31,7504,9984,100,67,1.45,33,82,72,82,60,22,4,31,7,2020
2020-07-31,7504,9984,67,33,1.91,34,64,72,82,60,22,4,31,7,2020
2020-07-31,7505,9987,100,73,1.54,27,63,72,82,60,22,4,31,7,2020
2020-07-31,7505,9987,73,28,1.95,45,83,72,82,60,22,4,31,7,2020
2020-08-10,7502,7771,100,82,1.32,18,49,77,84,69,15,0,10,8,2020
2020-08-10,7502,7771,82,66,1.56,16,37,77,84,69,15,0,10,8,2020
2020-08-10,7502,7771,66,18,2.13,48,81,77,84,69,15,0,10,8,2020
2020-08-10,7505,7071,100,56,1.74,44,91,77,84,69,15,0,10,8,2020
2020-08-10,7505,7071,56,30,2.08,26,45,77,84,69,15,0,10,8,2020
2020-08-11,7505,7771,100,82,1.32,18,49,72,80,65,15,1,11,8,2020
2020-08-11,7505,7771,82,65,1.65,17,37,72,80,65,15,1,11,8,2020
2020-08-11,7505,7771,65,21,1.98,44,80,72,80,65,15,1,11,8,2020
2020-08-11,7504,7072,100,71,1.61,29,65,72,80,65,15,1,11,8,2020
2020-08-11,7504,7072,71,26,1.88,45,86,72,80,65,15,1,11,8,2020
2020-08-12,7505,7771,100,79,1.54,21,49,77,87,67,20,2,12,8,2020
2020-08-12,7505,7771,79,59,1.95,20,37,77,87,67,20,2,12,8,2020
2020-08-12,7505,7771,59,15,1.98,44,80,77,87,67,20,2,12,8,2020
2020-08-12,7504,7072,100,70,1.59,30,68,77,87,67,20,2,12,8,2020
2020-08-12,7504,7072,70,24,2,46,83,77,87,67,20,2,12,8,2020
2020-08-13,7504,7771,100,80,1.47,20,49,83,93,76,17,3,13,8,2020
2020-08-13,7504,7771,80,62,1.71,18,38,83,93,76,17,3,13,8,2020
2020-08-13,7504,7771,62,12,2.25,50,80,83,93,76,17,3,13,8,2020
2020-08-13,7505,7072,100,70,1.64,30,66,83,93,76,17,3,13,8,2020
2020-08-13,7505,7072,70,28,1.78,42,85,83,93,76,17,3,13,8,2020
2020-08-14,7505,7771,100,81,1.4,19,49,87,98,77,21,4,14,8,2020
2020-08-14,7505,7771,81,61,1.89,20,38,87,98,77,21,4,14,8,2020
2020-08-14,7505,7771,61,10,2.3,51,80,87,98,77,21,4,14,8,2020
2020-08-14,7502,7071,100,51,2.67,49,66,87,98,77,21,4,14,8,2020
2020-08-14,7502,7071,51,15,1.88,36,69,87,98,77,21,4,14,8,2020
2020-08-14,7504,7072,100,64,1.96,36,66,87,98,77,21,4,14,8,2020
2020-08-14,7504,7072,64,12,2.2,52,85,87,98,77,21,4,14,8,2020
2020-08-17,7505,7771,100,83,1.28,17,48,86,92,81,11,0,17,8,2020
2020-08-17,7505,7771,83,64,1.8,19,38,86,92,81,11,0,17,8,2020
2020-08-17,7505,7771,64,20,1.98,44,80,86,92,81,11,0,17,8,2020
2020-08-17,7502,7071,100,50,2,50,90,86,92,81,11,0,17,8,2020
2020-08-17,7502,7071,50,25,2,25,45,86,92,81,11,0,17,8,2020
2020-08-17,7504,7072,100,62,1.95,38,70,86,92,81,11,0,17,8,2020
2020-08-17,7504,7072,62,12,2.12,50,85,86,92,81,11,0,17,8,2020
