Date,coach,block,start_per,end_per,kwh,percent_used,miles_travelled,TAVG,TMAX,TMIN,tempdif,day_of_week,day,month,year
2020-08-18,7505,7771,100,80,1.5,20,48,88,96,82,14,1,18,8,2020
2020-08-18,7505,7771,80,60,1.89,20,38,88,96,82,14,1,18,8,2020
2020-08-18,7505,7771,60,11,2.21,49,80,88,96,82,14,1,18,8,2020
2020-08-18,7504,7072,100,65,1.91,35,66,88,96,82,14,1,18,8,2020
2020-08-18,7504,7072,65,5,2.57,60,84,88,96,82,14,1,18,8,2020
2020-08-19,7505,7771,100,81,1.43,19,48,85,94,74,20,2,19,8,2020
2020-08-19,7505,7771,81,64,1.61,17,38,85,94,74,20,2,19,8,2020
2020-08-19,7505,7771,64,24,1.8,40,80,85,94,74,20,2,19,8,2020
2020-08-19,7502,7071,94,45,1.96,49,90,85,94,74,20,2,19,8,2020
2020-08-19,7502,7071,45,22,1.84,23,45,85,94,74,20,2,19,8,2020
2020-08-19,7504,7072,100,62,2.07,38,66,85,94,74,20,2,19,8,2020
2020-08-19,7504,7072,62,13,2.1,49,84,85,94,74,20,2,19,8,2020
2020-08-20,7504,7771,100,81,1.43,19,48,74,85,63,22,3,20,8,2020
2020-08-20,7504,7771,81,64,1.61,17,38,74,85,63,22,3,20,8,2020
2020-08-20,7504,7771,64,10,2.43,54,80,74,85,63,22,3,20,8,2020
2020-08-21,7504,7772,100,60,1.44,40,100,75,83,66,17,4,21,8,2020
2020-08-21,7504,7772,60,10,2.57,50,70,75,83,66,17,4,21,8,2020
2020-08-21,7502,7072,98,68,1.64,30,66,75,83,66,17,4,21,8,2020
2020-08-21,7502,7072,68,25,1.84,43,84,75,83,66,17,4,21,8,2020
2020-08-24,7504,7771,100,85,1.13,15,48,76,86,70,16,0,24,8,2020
2020-08-24,7504,7771,85,66,1.8,19,38,76,86,70,16,0,24,8,2020
2020-08-24,7504,7771,66,30,1.62,36,80,76,86,70,16,0,24,8,2020
2020-08-24,7502,7072,100,67,1.8,33,66,76,86,70,16,0,24,8,2020
2020-08-24,7502,7072,67,15,2.2,52,85,76,86,70,16,0,24,8,2020
2020-08-25,7504,7771,99,82,1.28,17,48,71,79,63,16,1,25,8,2020
2020-08-25,7504,7771,82,66,1.52,16,38,71,79,63,16,1,25,8,2020
2020-08-25,7504,7771,66,30,1.62,36,80,71,79,63,16,1,25,8,2020
2020-08-26,7504,7771,100,84,1.2,16,48,71,78,64,14,2,26,8,2020
2020-08-26,7504,7771,84,69,1.42,15,38,71,78,64,14,2,26,8,2020
2020-08-26,7504,7771,69,29,1.8,40,80,71,78,64,14,2,26,8,2020
2020-08-26,7502,7072,100,67,1.8,33,66,71,78,64,14,2,26,8,2020
2020-08-26,7502,7072,67,25,1.8,42,84,71,78,64,14,2,26,8,2020
2020-08-27,7504,7771,100,83,1.28,17,48,67,76,54,22,3,27,8,2020
2020-08-27,7504,7771,83,68,1.42,15,38,67,76,54,22,3,27,8,2020
2020-08-27,7504,7771,68,29,1.76,39,80,67,76,54,22,3,27,8,2020
2020-08-27,7502,7072,100,69,1.69,31,66,67,76,54,22,3,27,8,2020
2020-08-27,7502,7072,69,28,1.76,41,84,67,76,54,22,3,27,8,2020
2020-08-28,7502,7072,100,75,1.34,25,67,77,85,65,20,4,28,8,2020
2020-08-28,7502,7072,75,32,1.84,43,84,77,85,65,20,4,28,8,2020
2020-08-31,7504,7771,100,84,1.2,16,48,76,81,70,11,0,31,8,2020
2020-08-31,7504,7771,84,67,1.61,17,38,76,81,70,11,0,31,8,2020
2020-08-31,7504,7771,67,32,1.58,35,80,76,81,70,11,0,31,8,2020
2020-08-31,7502,7072,100,65,1.91,35,66,76,81,70,11,0,31,8,2020
2020-08-31,7502,7072,65,21,1.86,44,85,76,81,70,11,0,31,8,2020
2020-09-01,7504,7771,100,83,1.28,17,48,68,76,58,18,1,1,9,2020
2020-09-01,7504,7771,83,66,1.61,17,38,68,76,58,18,1,1,9,2020
2020-09-01,7504,7771,66,30,1.62,36,80,68,76,58,18,1,1,9,2020
2020-09-01,7502,7072,100,63,2.02,37,66,68,76,58,18,1,1,9,2020
2020-09-01,7502,7072,62,21,1.74,41,85,68,76,58,18,1,1,9,2020
2020-09-02,7504,7771,100,83,1.28,17,48,64,75,53,22,2,2,9,2020
2020-09-02,7504,7771,83,67,1.52,16,38,64,75,53,22,2,2,9,2020
2020-09-02,7504,7771,67,27,1.8,40,80,64,75,53,22,2,2,9,2020
2020-09-02,7502,7072,100,67,1.8,33,66,64,75,53,22,2,2,9,2020
2020-09-02,7502,7072,67,25,1.78,42,85,64,75,53,22,2,2,9,2020
2020-09-03,7504,7771,100,83,1.28,17,48,71,79,56,23,3,3,9,2020
2020-09-03,7504,7771,83,68,1.42,15,38,71,79,56,23,3,3,9,2020
2020-09-03,7504,7771,68,26,1.89,42,80,71,79,56,23,3,3,9,2020
2020-09-03,7502,7072,100,65,1.91,35,66,71,79,56,23,3,3,9,2020
2020-09-03,7502,7072,65,15,2.12,50,85,71,79,56,23,3,3,9,2020
2020-09-04,7504,7771,100,84,1.2,16,48,78,84,71,13,4,4,9,2020
2020-09-04,7504,7771,84,66,1.71,18,38,78,84,71,13,4,4,9,2020
2020-09-04,7504,7771,66,27,1.76,39,80,78,84,71,13,4,4,9,2020
2020-09-04,7502,7072,100,66,1.85,34,66,78,84,71,13,4,4,9,2020
2020-09-04,7502,7072,66,17,2.08,49,85,78,84,71,13,4,4,9,2020
2020-09-08,7504,7771,100,84,1.2,16,48,80,85,71,14,1,8,9,2020
2020-09-08,7504,7771,84,68,1.52,16,38,80,85,71,14,1,8,9,2020
2020-09-08,7504,7771,68,33,1.58,35,80,80,85,71,14,1,8,9,2020
2020-09-09,7504,7771,100,84,1.2,16,48,71,75,69,6,2,9,9,2020
2020-09-09,7504,7771,84,69,1.42,15,38,71,75,69,6,2,9,9,2020
2020-09-09,7504,7771,69,34,1.58,35,80,71,75,69,6,2,9,9,2020
2020-09-10,7504,7771,100,84,1.2,16,48,67,71,62,9,3,10,9,2020
2020-09-10,7504,7771,84,68,1.52,16,38,67,71,62,9,3,10,9,2020
2020-09-10,7504,7771,68,34,1.53,34,80,67,71,62,9,3,10,9,2020
2020-09-11,7504,7771,100,80,1.5,20,48,71,78,63,15,4,11,9,2020
2020-09-11,7504,7771,80,61,1.8,19,38,71,78,63,15,4,11,9,2020
2020-09-11,7504,7771,62,25,1.67,37,80,71,78,63,15,4,11,9,2020
2020-09-14,7504,7072,100,71,1.56,29,67,66,77,50,27,0,14,9,2020
2020-09-14,7504,7072,71,30,1.74,41,85,66,77,50,27,0,14,9,2020
2020-09-15,7504,7771,100,83,1.28,17,48,70,80,57,23,1,15,9,2020
2020-09-15,7504,7771,83,66,1.61,17,38,70,80,57,23,1,15,9,2020
2020-09-15,7504,7771,66,27,1.76,39,80,70,80,57,23,1,15,9,2020
2020-09-16,7504,7771,100,83,1.28,17,48,67,78,58,20,2,16,9,2020
2020-09-16,7504,7771,83,67,1.52,16,38,67,78,58,20,2,16,9,2020
2020-09-16,7504,7771,67,25,1.89,42,80,67,78,58,20,2,16,9,2020
2020-09-17,7504,7771,100,83,1.28,17,48,69,79,59,20,3,17,9,2020
2020-09-17,7504,7771,83,66,1.61,17,38,69,79,59,20,3,17,9,2020
2020-09-17,7504,7771,66,26,1.8,40,80,69,79,59,20,3,17,9,2020
2020-09-18,7504,7771,100,82,1.35,18,48,63,71,56,15,4,18,9,2020
2020-09-18,7504,7771,83,65,1.71,18,38,63,71,56,15,4,18,9,2020
2020-09-18,7504,7771,65,25,1.8,40,80,63,71,56,15,4,18,9,2020
2020-09-21,7504,7771,100,81,1.43,19,48,73,83,64,19,0,21,9,2020
2020-09-21,7504,7771,81,63,1.71,18,38,73,83,64,19,0,21,9,2020
2020-09-21,7504,7771,63,25,1.71,38,80,73,83,64,19,0,21,9,2020
2020-09-22,7504,7771,100,82,1.35,18,48,69,78,62,16,1,22,9,2020
2020-09-22,7504,7771,82,64,1.71,18,38,69,78,62,16,1,22,9,2020
2020-09-22,7504,7771,64,26,1.71,38,80,69,78,62,16,1,22,9,2020
2020-09-22,7503,7072,100,69,1.69,31,66,69,78,62,16,1,22,9,2020
2020-09-23,7503,7771,100,81,1.43,19,48,69,78,56,22,2,23,9,2020
2020-09-23,7503,7771,81,63,1.71,18,38,69,78,56,22,2,23,9,2020
2020-09-23,7503,7771,63,20,1.94,43,80,69,78,56,22,2,23,9,2020
2020-09-23,7504,7072,100,68,1.75,32,66,69,78,56,22,2,23,9,2020
2020-09-23,7504,7072,68,7,2.58,61,85,69,78,56,22,2,23,9,2020
2020-09-24,7504,7771,100,83,1.28,17,48,64,74,55,19,3,24,9,2020
2020-09-24,7504,7771,83,67,1.52,16,38,64,74,55,19,3,24,9,2020
2020-09-24,7504,7771,67,27,1.8,40,80,64,74,55,19,3,24,9,2020
2020-09-24,7503,7072,100,65,1.91,35,66,64,74,55,19,3,24,9,2020
2020-09-24,7503,7072,65,20,1.91,45,85,64,74,55,19,3,24,9,2020
2020-09-25,7504,7771,100,70,2.25,30,48,63,74,52,22,4,25,9,2020
2020-09-25,7504,7771,70,52,1.71,18,38,63,74,52,22,4,25,9,2020
2020-09-25,7504,7771,52,12,1.8,40,80,63,74,52,22,4,25,9,2020
2020-09-25,7503,7072,100,73,1.47,27,66,63,74,52,22,4,25,9,2020
2020-09-25,7503,7072,73,33,1.69,40,85,63,74,52,22,4,25,9,2020
2020-09-28,7504,7771,100,84,1.2,16,48,83,93,74,19,0,28,9,2020
2020-09-28,7504,7771,84,64,1.89,20,38,83,93,74,19,0,28,9,2020
2020-09-28,7504,7771,64,17,2.12,47,80,83,93,74,19,0,28,9,2020
2020-09-28,7503,7072,100,67,1.8,33,66,83,93,74,19,0,28,9,2020
2020-09-28,7503,7072,67,19,1.96,48,88,83,93,74,19,0,28,9,2020
2020-09-29,7503,7771,100,82,1.35,18,48,82,90,74,16,1,29,9,2020
2020-09-29,7503,7771,82,64,1.71,18,38,82,90,74,16,1,29,9,2020
2020-09-29,7503,7771,64,25,1.76,39,80,82,90,74,16,1,29,9,2020
2020-09-30,7504,7771,100,81,1.43,19,48,84,94,73,21,2,30,9,2020
2020-09-30,7504,7771,81,63,1.71,18,38,84,94,73,21,2,30,9,2020
2020-09-30,7504,7771,63,23,1.8,40,80,84,94,73,21,2,30,9,2020
2020-09-30,7503,7072,100,65,1.91,35,66,84,94,73,21,2,30,9,2020
2020-09-30,7503,7072,65,20,1.91,45,85,84,94,73,21,2,30,9,2020
2020-10-01,7504,7771,100,83,1.28,17,48,86,92,82,10,3,1,10,2020
2020-10-01,7504,7771,83,65,1.71,18,38,86,92,82,10,3,1,10,2020
2020-10-01,7504,7771,65,25,1.8,40,80,86,92,82,10,3,1,10,2020
2020-10-01,7504,7771,100,69,1.69,31,66,86,92,82,10,3,1,10,2020
2020-10-01,7504,7771,69,23,1.95,46,85,86,92,82,10,3,1,10,2020
2020-10-02,7505,7771,100,83,1.28,17,48,84,90,79,11,4,2,10,2020
2020-10-02,7505,7771,83,65,1.71,18,38,84,90,79,11,4,2,10,2020
2020-10-02,7505,7771,65,25,1.8,40,80,84,90,79,11,4,2,10,2020
2020-10-02,7504,7072,100,75,1.36,25,66,84,90,79,11,4,2,10,2020
2020-10-02,7504,7072,75,34,1.74,41,85,84,90,79,11,4,2,10,2020
2020-10-05,7505,7771,100,82,1.35,18,48,80,89,74,15,0,5,10,2020
2020-10-05,7505,7771,82,66,1.52,16,38,80,89,74,15,0,5,10,2020
2020-10-05,7505,7771,66,30,1.62,36,80,80,89,74,15,0,5,10,2020
2020-10-05,7504,7072,100,57,2.35,43,66,80,89,74,15,0,5,10,2020
2020-10-05,7504,7072,57,10,1.99,47,85,80,89,74,15,0,5,10,2020
2020-10-06,7505,7771,100,81,1.43,19,48,79,88,71,17,1,6,10,2020
2020-10-06,7505,7771,81,67,1.33,14,38,79,88,71,17,1,6,10,2020
2020-10-06,7505,7771,67,23,1.98,44,80,79,88,71,17,1,6,10,2020
2020-10-06,7504,7072,100,62,2.07,38,66,79,88,71,17,1,6,10,2020
2020-10-06,7504,7072,62,20,1.78,42,85,79,88,71,17,1,6,10,2020
2020-10-07,7504,7771,100,81,1.43,19,48,72,84,66,18,2,7,10,2020
2020-10-07,7504,7771,81,63,1.71,18,38,72,84,66,18,2,7,10,2020
2020-10-07,7504,7771,63,27,1.62,36,80,72,84,66,18,2,7,10,2020
2020-10-08,7504,7771,100,82,1.35,18,48,60,67,50,17,3,8,10,2020
2020-10-08,7504,7771,82,65,1.61,17,38,60,67,50,17,3,8,10,2020
2020-10-08,7504,7771,65,27,1.71,38,80,60,67,50,17,3,8,10,2020
2020-10-09,7504,7771,100,82,1.35,18,48,57,68,51,17,4,9,10,2020
2020-10-09,7504,7771,82,66,1.52,16,38,57,68,51,17,4,9,10,2020
2020-10-09,7504,7771,66,27,1.76,39,80,57,68,51,17,4,9,10,2020
2020-10-12,7504,7772,100,58,1.74,42,87,71,82,62,20,0,12,10,2020
2020-10-12,7504,7772,58,14,1.76,44,90,71,82,62,20,0,12,10,2020
2020-10-14,7503,7771,100,82,1.35,18,48,79,86,68,18,2,14,10,2020
2020-10-14,7503,7771,82,64,1.75,18,37,79,86,68,18,2,14,10,2020
2020-10-14,7503,7771,64,20,1.96,44,81,79,86,68,18,2,14,10,2020
2020-10-15,7503,7771,100,83,1.28,17,48,79,88,73,15,3,15,10,2020
2020-10-15,7503,7771,83,67,1.56,16,37,79,88,73,15,3,15,10,2020
2020-10-15,7503,7771,67,29,1.69,38,81,79,88,73,15,3,15,10,2020
2020-10-15,7504,7772,100,50,2.07,50,87,79,88,73,15,3,15,10,2020
2020-10-15,7504,7772,50,5,1.95,45,83,79,88,73,15,3,15,10,2020
2020-10-15,7502,7072,100,69,1.72,31,65,79,88,73,15,3,15,10,2020
2020-10-15,7502,7072,69,21,2.01,48,86,79,88,73,15,3,15,10,2020
2020-10-16,7503,7771,100,77,1.73,23,48,78,87,68,19,4,16,10,2020
2020-10-16,7503,7771,77,57,1.89,20,38,78,87,68,19,4,16,10,2020
2020-10-16,7503,7771,57,10,2.12,47,80,78,87,68,19,4,16,10,2020
2020-10-16,7504,7772,100,47,2.19,53,87,78,87,68,19,4,16,10,2020
2020-10-16,7504,7772,47,10,1.6,37,83,78,87,68,19,4,16,10,2020
2020-10-16,7502,7072,100,69,1.69,31,66,78,87,68,19,4,16,10,2020
2020-10-16,7502,7072,69,27,1.78,42,85,78,87,68,19,4,16,10,2020
2020-10-19,7505,7771,100,83,1.28,17,48,75,83,68,15,0,19,10,2020
2020-10-19,7505,7771,83,68,1.42,15,38,75,83,68,15,0,19,10,2020
2020-10-19,7505,7771,68,25,1.94,43,80,75,83,68,15,0,19,10,2020
2020-10-19,7504,7772,100,64,1.49,36,87,75,83,68,15,0,19,10,2020
2020-10-19,7504,7772,64,24,1.73,40,83,75,83,68,15,0,19,10,2020
2020-10-19,7503,7072,100,68,1.75,32,66,75,83,68,15,0,19,10,2020
2020-10-19,7503,7072,68,25,1.82,43,85,75,83,68,15,0,19,10,2020
2020-10-20,7505,7771,100,83,1.28,17,48,76,84,70,14,1,20,10,2020
2020-10-20,7505,7771,83,67,1.52,16,38,76,84,70,14,1,20,10,2020
2020-10-20,7505,7771,67,10,3.36,57,61,76,84,70,14,1,20,10,2020
2020-10-20,7504,7772,100,64,1.49,36,87,76,84,70,14,1,20,10,2020
2020-10-20,7504,7772,64,24,1.73,40,83,76,84,70,14,1,20,10,2020
2020-10-20,7502,7072,100,67,1.8,33,66,76,84,70,14,1,20,10,2020
2020-10-20,7502,7072,67,26,1.74,41,85,76,84,70,14,1,20,10,2020
2020-10-21,7505,7771,100,81,1.43,19,48,75,84,70,14,2,21,10,2020
2020-10-21,7505,7771,81,64,1.61,17,38,75,84,70,14,2,21,10,2020
2020-10-21,7505,7771,64,25,1.76,39,80,75,84,70,14,2,21,10,2020
2020-10-21,7502,7072,100,70,1.64,30,66,75,84,70,14,2,21,10,2020
2020-10-21,7502,7072,70,27,1.82,43,85,75,84,70,14,2,21,10,2020
2020-10-22,7505,7771,100,82,1.35,18,48,69,76,62,14,3,22,10,2020
2020-10-22,7505,7771,82,65,1.61,17,38,69,76,62,14,3,22,10,2020
2020-10-22,7505,7771,65,25,1.8,40,80,69,76,62,14,3,22,10,2020
2020-10-22,7502,7772,100,45,2.3,55,86,69,76,62,14,3,22,10,2020
2020-10-22,7502,7772,45,13,1.86,32,62,69,76,62,14,3,22,10,2020
2020-10-22,7504,7072,100,72,1.53,28,66,69,76,62,14,3,22,10,2020
2020-10-22,7504,7072,72,30,1.78,42,85,69,76,62,14,3,22,10,2020
2020-10-23,7505,7771,94,74,1.5,20,48,57,67,48,19,4,23,10,2020
2020-10-23,7505,7771,74,59,1.42,15,38,57,67,48,19,4,23,10,2020
2020-10-23,7505,7771,59,13,2.07,46,80,57,67,48,19,4,23,10,2020
2020-10-23,7501,7772,100,55,2.31,45,70,57,67,48,19,4,23,10,2020
2020-10-23,7504,7072,100,67,1.8,33,66,57,67,48,19,4,23,10,2020
2020-10-23,7504,7072,67,23,1.86,44,85,57,67,48,19,4,23,10,2020
2020-10-26,7505,7771,100,81,1.43,19,48,59,68,48,20,0,26,10,2020
2020-10-26,7505,7771,81,66,1.42,15,38,59,68,48,20,0,26,10,2020
2020-10-26,7505,7771,66,23,1.94,43,80,59,68,48,20,0,26,10,2020
2020-10-26,7502,7772,100,65,1.45,35,87,59,68,48,20,0,26,10,2020
2020-10-26,7502,7772,65,24,1.78,41,83,59,68,48,20,0,26,10,2020
2020-10-26,7504,7072,100,69,1.69,31,66,59,68,48,20,0,26,10,2020
2020-10-26,7504,7072,69,30,1.65,39,85,59,68,48,20,0,26,10,2020
2020-10-27,7505,7771,100,79,1.58,21,48,63,72,56,16,1,27,10,2020
2020-10-27,7505,7771,79,63,1.52,16,38,63,72,56,16,1,27,10,2020
2020-10-27,7505,7771,63,23,1.8,40,80,63,72,56,16,1,27,10,2020
2020-10-27,7504,7772,100,58,1.72,42,88,63,72,56,16,1,27,10,2020
2020-10-27,7504,7772,58,22,1.56,36,83,63,72,56,16,1,27,10,2020
2020-10-27,7502,7072,91,63,1.53,28,66,63,72,56,16,1,27,10,2020
2020-10-27,7502,7072,63,21,1.78,42,85,63,72,56,16,1,27,10,2020
2020-10-28,7505,7771,100,78,1.65,22,48,64,74,58,16,2,28,10,2020
2020-10-28,7505,7771,78,60,1.71,18,38,64,74,58,16,2,28,10,2020
2020-10-28,7505,7771,60,22,1.71,38,80,64,74,58,16,2,28,10,2020
2020-10-28,7502,7772,100,45,2.3,55,86,64,74,58,16,2,28,10,2020
2020-10-28,7502,7772,45,13,1.92,32,60,64,74,58,16,2,28,10,2020
2020-10-28,7504,7072,92,62,1.64,30,66,64,74,58,16,2,28,10,2020
2020-10-28,7504,7072,62,26,1.52,36,85,64,74,58,16,2,28,10,2020
2020-10-29,7505,7771,98,78,1.5,20,48,66,75,60,15,3,29,10,2020
2020-10-29,7505,7771,78,58,1.89,20,38,66,75,60,15,3,29,10,2020
2020-10-29,7505,7771,58,20,1.71,38,80,66,75,60,15,3,29,10,2020
2020-10-29,7501,7772,100,45,2.28,55,87,66,75,60,15,3,29,10,2020
2020-10-29,7501,7772,45,10,2.1,35,60,66,75,60,15,3,29,10,2020
2020-10-29,7504,7072,95,68,1.47,27,66,66,75,60,15,3,29,10,2020
2020-10-29,7504,7072,68,29,1.65,39,85,66,75,60,15,3,29,10,2020
2020-10-30,7505,7771,100,77,1.73,23,48,67,75,62,13,4,30,10,2020
2020-10-30,7501,7772,100,47,2.19,53,87,67,75,62,13,4,30,10,2020
2020-10-30,7504,7072,95,64,1.69,31,66,67,75,62,13,4,30,10,2020
2020-10-30,7504,7072,64,25,1.65,39,85,67,75,62,13,4,30,10,2020
2020-11-02,7501,7772,100,60,1.62,40,89,74,83,63,20,0,2,11,2020
2020-11-02,7501,7772,60,10,2.17,50,83,74,83,63,20,0,2,11,2020
2020-11-02,7504,7072,100,71,1.51,29,69,74,83,63,20,0,2,11,2020
2020-11-02,7504,7072,71,29,1.8,42,84,74,83,63,20,0,2,11,2020
2020-11-03,7501,7772,100,60,1.66,40,87,67,78,61,17,1,3,11,2020
2020-11-03,7501,7772,60,2,2.52,58,83,67,78,61,17,1,3,11,2020
2020-11-03,7504,7072,100,72,1.53,28,66,67,78,61,17,1,3,11,2020
2020-11-03,7504,7072,72,30,1.78,42,85,67,78,61,17,1,3,11,2020
2020-11-04,7505,7771,100,77,1.73,23,48,67,74,60,14,2,4,11,2020
2020-11-04,7505,7771,77,52,2.37,25,38,67,74,60,14,2,4,11,2020
2020-11-04,7505,7771,52,15,1.67,37,80,67,74,60,14,2,4,11,2020
2020-11-04,7501,7772,100,44,2.32,56,87,67,74,60,14,2,4,11,2020
2020-11-04,7501,7772,44,13,1.8,31,62,67,74,60,14,2,4,11,2020
2020-11-04,7504,7072,100,72,1.53,28,66,67,74,60,14,2,4,11,2020
2020-11-04,7504,7072,72,27,1.91,45,85,67,74,60,14,2,4,11,2020
2020-11-05,7501,7771,100,77,1.73,23,48,70,79,57,22,3,5,11,2020
2020-11-05,7501,7771,77,58,1.8,19,38,70,79,57,22,3,5,11,2020
2020-11-05,7501,7771,58,16,1.89,42,80,70,79,57,22,3,5,11,2020
2020-11-05,7504,7072,100,72,1.46,28,69,70,79,57,22,3,5,11,2020
2020-11-05,7504,7072,72,25,1.94,47,87,70,79,57,22,3,5,11,2020
2020-11-06,7505,7771,100,77,1.73,23,48,47,53,42,11,4,6,11,2020
2020-11-06,7505,7771,77,62,1.42,15,38,47,53,42,11,4,6,11,2020
2020-11-06,7505,7771,62,22,1.8,40,80,47,53,42,11,4,6,11,2020
2020-11-06,7501,7772,100,42,2.4,58,87,47,53,42,11,4,6,11,2020
2020-11-06,7501,7772,42,13,1.68,29,62,47,53,42,11,4,6,11,2020
2020-11-06,7504,7072,100,72,1.53,28,66,47,53,42,11,4,6,11,2020
2020-11-06,7504,7072,72,29,1.82,43,85,47,53,42,11,4,6,11,2020
2020-11-09,7504,7771,100,72,2.1,28,48,44,52,39,13,0,9,11,2020
2020-11-09,7504,7771,72,46,2.46,26,38,44,52,39,13,0,9,11,2020
2020-11-09,7504,7771,46,7,1.76,39,80,44,52,39,13,0,9,11,2020
2020-11-09,7501,7772,100,47,2.19,53,87,44,52,39,13,0,9,11,2020
2020-11-09,7501,7772,47,16,1.83,31,61,44,52,39,13,0,9,11,2020
2020-11-09,7505,7072,100,65,1.91,35,66,44,52,39,13,0,9,11,2020
2020-11-09,7505,7072,65,23,1.78,42,85,44,52,39,13,0,9,11,2020
2020-11-10,7501,7771,100,69,2.33,31,48,50,59,42,17,1,10,11,2020
2020-11-10,7501,7771,69,52,1.61,17,38,50,59,42,17,1,10,11,2020
2020-11-10,7501,7771,52,7,2.03,45,80,50,59,42,17,1,10,11,2020
2020-11-10,7504,7772,100,57,1.78,43,87,50,59,42,17,1,10,11,2020
2020-11-10,7504,7772,57,20,1.6,37,83,50,59,42,17,1,10,11,2020
2020-11-10,7505,7072,93,56,2.02,37,66,50,59,42,17,1,10,11,2020
2020-11-10,7505,7072,56,15,1.74,41,85,50,59,42,17,1,10,11,2020
2020-11-11,7503,7771,100,78,1.65,22,48,48,56,43,13,2,11,11,2020
2020-11-11,7503,7771,78,61,1.61,17,38,48,56,43,13,2,11,11,2020
2020-11-11,7503,7771,61,23,1.71,38,80,48,56,43,13,2,11,11,2020
2020-11-11,7501,7772,100,48,2.15,52,87,48,56,43,13,2,11,11,2020
2020-11-11,7501,7772,48,10,1.65,38,83,48,56,43,13,2,11,11,2020
2020-11-11,7504,7072,100,72,1.53,28,66,48,56,43,13,2,11,11,2020
2020-11-11,7504,7072,72,28,1.86,44,85,48,56,43,13,2,11,11,2020
2020-11-12,7503,7771,100,75,1.88,25,48,51,59,44,15,3,12,11,2020
2020-11-12,7503,7771,75,57,1.71,18,38,51,59,44,15,3,12,11,2020
2020-11-12,7503,7771,57,20,1.67,37,80,51,59,44,15,3,12,11,2020
2020-11-12,7501,7772,100,44,2.32,56,87,51,59,44,15,3,12,11,2020
2020-11-12,7501,7772,44,14,1.8,30,60,51,59,44,15,3,12,11,2020
2020-11-12,7504,7072,98,65,1.8,33,66,51,59,44,15,3,12,11,2020
2020-11-12,7504,7072,65,24,1.74,41,85,51,59,44,15,3,12,11,2020
2020-11-13,7503,7771,100,76,1.8,24,48,51,57,45,12,4,13,11,2020
2020-11-13,7503,7771,76,60,1.52,16,38,51,57,45,12,4,13,11,2020
2020-11-13,7503,7771,60,18,1.89,42,80,51,57,45,12,4,13,11,2020
2020-11-13,7501,7772,100,43,2.36,57,87,51,57,45,12,4,13,11,2020
2020-11-13,7501,7772,47,10,2.66,37,50,51,57,45,12,4,13,11,2020
2020-11-13,7504,7072,100,69,1.69,31,66,51,57,45,12,4,13,11,2020
2020-11-13,7504,7072,69,29,1.69,40,85,51,57,45,12,4,13,11,2020
2020-11-16,7503,7771,100,76,1.8,24,48,66,74,55,19,0,16,11,2020
2020-11-16,7503,7771,76,61,1.42,15,38,66,74,55,19,0,16,11,2020
2020-11-16,7503,7771,61,17,1.98,44,80,66,74,55,19,0,16,11,2020
2020-11-16,7501,7772,100,53,1.94,47,87,66,74,55,19,0,16,11,2020
2020-11-16,7501,7772,53,13,1.73,40,83,66,74,55,19,0,16,11,2020
2020-11-16,7504,7072,100,68,1.75,32,66,66,74,55,19,0,16,11,2020
2020-11-16,7504,7072,68,23,1.91,45,85,66,74,55,19,0,16,11,2020
2020-11-17,7503,7771,100,81,1.43,19,48,56,69,51,18,1,17,11,2020
2020-11-17,7503,7771,81,66,1.42,15,38,56,69,51,18,1,17,11,2020
2020-11-17,7503,7771,66,25,1.85,41,80,56,69,51,18,1,17,11,2020
2020-11-17,7501,7772,100,58,1.74,42,87,56,69,51,18,1,17,11,2020
2020-11-17,7501,7772,58,15,1.87,43,83,56,69,51,18,1,17,11,2020
2020-11-17,7504,7072,100,73,1.47,27,66,56,69,51,18,1,17,11,2020
2020-11-17,7504,7072,73,33,1.69,40,85,56,69,51,18,1,17,11,2020
2020-11-18,7503,7771,100,78,1.65,22,48,51,54,46,8,2,18,11,2020
2020-11-18,7503,7771,78,61,1.61,17,38,51,54,46,8,2,18,11,2020
2020-11-18,7503,7771,61,24,1.67,37,80,51,54,46,8,2,18,11,2020
2020-11-18,7501,7772,100,46,2.23,54,87,51,54,46,8,2,18,11,2020
2020-11-18,7501,7772,46,13,1.98,33,60,51,54,46,8,2,18,11,2020
2020-11-18,7505,7071,100,45,2.28,55,87,51,54,46,8,2,18,11,2020
2020-11-18,7505,7071,45,24,1.58,21,48,51,54,46,8,2,18,11,2020
2020-11-18,7504,7072,100,72,1.53,28,66,51,54,46,8,2,18,11,2020
2020-11-18,7504,7072,72,30,1.78,42,85,51,54,46,8,2,18,11,2020
2020-11-19,7503,7771,100,71,2.18,29,48,50,57,46,11,3,19,11,2020
2020-11-19,7503,7771,71,52,1.8,19,38,50,57,46,11,3,19,11,2020
2020-11-19,7503,7771,52,15,1.67,37,80,50,57,46,11,3,19,11,2020
2020-11-19,7501,7772,100,43,2.36,57,87,50,57,46,11,3,19,11,2020
2020-11-19,7501,7772,43,5,2.24,38,61,50,57,46,11,3,19,11,2020
2020-11-19,7505,7071,100,45,2.28,55,87,50,57,46,11,3,19,11,2020
2020-11-19,7505,7071,45,25,1.5,20,48,50,57,46,11,3,19,11,2020
2020-11-19,7504,7072,100,70,1.64,30,66,50,57,46,11,3,19,11,2020
2020-11-19,7504,7072,70,25,1.91,45,85,50,57,46,11,3,19,11,2020
